,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
361,Vito Mannone,it ITA,GK,Minnesota Utd,30,1988,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches,c4173f1a
362,Mauro Manotas,co COL,FW,Houston Dynamo,23,1995,32,28,2530,28.1,13,7,12,1,2,1,0,0.46,0.25,0.71,0.43,0.68,14.6,13.1,5.6,18.7,0.52,0.2,0.72,0.47,0.67,Matches,89a5efd3
363,Paul Marie,fr FRA,DF,San Jose,23,1995,9,3,349,3.9,0,1,0,0,0,1,0,0,0.26,0.26,0,0.26,0.4,0.4,0.4,0.8,0.11,0.1,0.21,0.11,0.21,Matches,da0bb55a
364,Chad Marshall,us USA,DF,Seattle,34,1984,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0.04,0.07,0.11,0.04,0.11,Matches,ba82008e
365,Collin Martin,us USA,MF,Minnesota Utd,24,1994,3,2,184,2,0,1,0,0,0,0,0,0,0.49,0.49,0,0.49,0,0,0.3,0.3,0.01,0.16,0.17,0.01,0.17,Matches,027c0f1a
366,Cristian Martínez,pa PAN,FWMF,Chicago Fire,21,1997,5,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.16,0.06,0.22,0.16,0.22,Matches,fdb15495
367,Douglas Martinez,hn HON,FW,Real Salt Lake,21,1997,1,1,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,3e7ebb9a
368,Josef Martínez,ve VEN,FW,Atlanta Utd,25,1993,29,29,2578,28.6,27,3,22,5,6,1,0,0.94,0.1,1.05,0.77,0.87,23.3,18.9,3,21.9,0.81,0.11,0.92,0.66,0.77,Matches,e73f0aa1
369,Tomás Martínez,ar ARG,MFFW,Houston Dynamo,23,1995,33,30,2313,25.7,5,2,5,0,0,2,0,0.19,0.08,0.27,0.19,0.27,3.4,3.4,2.6,6,0.13,0.1,0.23,0.13,0.23,Matches,cc6cf17f
370,Luís Martins,pt POR,DF,Sporting KC,26,1992,10,9,830,9.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08,Matches,56b7c09b
371,Rónald Matarrita,cr CRC,DF,NYCFC,24,1994,24,24,1973,21.9,1,1,1,0,0,7,1,0.05,0.05,0.09,0.05,0.09,1.5,1.5,2.5,4,0.07,0.12,0.19,0.07,0.19,Matches,491862dd
372,Darren Mattocks,jm JAM,FW,FC Cincinnati,28,1990,21,13,1273,14.1,3,3,2,1,1,0,0,0.21,0.21,0.42,0.14,0.35,3.6,2.8,2.5,5.3,0.25,0.18,0.43,0.2,0.38,Matches,b9b461b9
373,Jimmy Maurer,us USA,GK,FC Dallas,30,1988,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ca1c6f3d
374,Chris Mavinga,cd COD,DF,Toronto FC,27,1991,26,24,2112,23.5,0,1,0,0,0,5,0,0,0.04,0.04,0,0.04,0.1,0.1,0.2,0.3,0,0.01,0.01,0,0.01,Matches,fda36cfb
375,Olivier Mbaizo,cm CMR,DF,Philadelphia,21,1997,3,2,196,2.2,0,1,0,0,0,0,0,0,0.46,0.46,0,0.46,0.1,0.1,0.4,0.5,0.05,0.16,0.21,0.05,0.21,Matches,f6315619
376,Thomas McCabe,us USA,MF,FC Cincinnati,20,1998,6,2,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches,ecbca580
377,Chris McCann,ie IRL,DFMF,D.C. United,31,1987,6,4,318,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a6fdaa90
378,Dax McCarty,us USA,MF,Chicago Fire,31,1987,32,32,2846,31.6,1,2,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,2.2,2.2,1.7,3.9,0.07,0.05,0.13,0.07,0.13,Matches,b74e58c0
379,Brendan McDonough,us USA,DF,Vancouver,22,1996,1,1,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4c8180ec
380,Mark McKenzie,us USA,DF,Philadelphia,19,1999,7,6,537,6,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,a5f5d094
381,Thomas McNamara,us USA,MFFW,Houston Dynamo,27,1991,33,15,1540,17.1,2,3,2,0,0,3,0,0.12,0.18,0.29,0.12,0.29,2.2,2.2,1.6,3.9,0.13,0.1,0.23,0.13,0.23,Matches,ab36595d
382,Ryan Meara,us USA,GK,NY Red Bulls,28,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,18f0723b
383,Jesús Medina,py PAR,MFFW,NYCFC,21,1997,18,6,734,8.2,3,1,2,1,1,1,0,0.37,0.12,0.49,0.25,0.37,3.6,2.9,1,3.9,0.45,0.12,0.57,0.35,0.47,Matches,7c4628c4
384,Jimmy Medranda,co COL,FWMF,Sporting KC,24,1994,10,2,183,2,0,1,0,0,0,1,0,0,0.49,0.49,0,0.49,0.3,0.3,0.2,0.5,0.14,0.1,0.24,0.14,0.24,Matches,6f7ac622
385,Haris Medunjanin,ba BIH,MF,Philadelphia,33,1985,34,34,3060,34,1,4,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15,1.2,1.2,5.7,6.9,0.03,0.17,0.2,0.03,0.2,Matches,de5d5d41
386,Lucas Melano,ar ARG,FW,Portland Timbers,25,1993,8,1,127,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.23,0.07,0.3,0.23,0.3,Matches,d7cca61a
387,Tim Melia,us USA,GK,Sporting KC,32,1986,32,32,2880,32,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cc741f50
388,Jhegson Méndez,ec ECU,MF,Orlando City,21,1997,22,20,1787,19.9,0,0,0,0,0,7,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04,Matches,db0c5324
389,Jonathan Mensah,gh GHA,DF,Columbus Crew,28,1990,24,23,2152,23.9,0,0,0,0,0,7,0,0,0,0,0,0,0.6,0.6,0,0.6,0.02,0,0.03,0.02,0.03,Matches,8087e6cb
390,Justin Meram,iq IRQ,FW,Columbus Crew,30,1988,9,4,380,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.12,0.02,0.14,0.12,0.14,Matches,ae34c71d
391,Justin Meram,iq IRQ,DFFW,Atlanta Utd,30,1988,20,14,1265,14.1,4,0,4,0,0,3,0,0.28,0,0.28,0.28,0.28,2.1,2.1,2.5,4.6,0.15,0.18,0.33,0.15,0.33,Matches,ae34c71d
392,Romain Métanire,mg MAD,DF,Minnesota Utd,28,1990,27,27,2430,27,1,4,1,0,0,5,0,0.04,0.15,0.19,0.04,0.19,0.3,0.3,3.5,3.8,0.01,0.13,0.14,0.01,0.14,Matches,0fb21da9
393,Nicolás Mezquida,uy URU,MFFW,Colorado Rapids,27,1992,32,11,1418,15.8,4,3,3,1,1,4,0,0.25,0.19,0.44,0.19,0.38,4.3,3.5,3.4,6.9,0.27,0.22,0.49,0.22,0.44,Matches,00b629e1
394,Benji Michel,us USA,FWMF,Orlando City,21,1997,17,9,947,10.5,5,1,5,0,0,0,0,0.48,0.1,0.57,0.48,0.57,2.9,2.9,0.4,3.3,0.27,0.04,0.31,0.27,0.31,Matches,151ca25f
395,Djordje Mihailovic,us USA,MF,Chicago Fire,20,1998,27,16,1450,16.1,3,1,3,0,0,4,0,0.19,0.06,0.25,0.19,0.25,1.9,1.9,2.4,4.3,0.13,0.16,0.29,0.13,0.29,Matches,83cf9719
396,Eric Miller,us USA,DF,NYCFC,26,1993,5,4,328,3.6,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,Matches,c0593f5d
397,Eric Miller,us USA,DF,Minnesota Utd,26,1993,6,5,435,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.05,0.01,0.06,0.05,0.06,Matches,c0593f5d
398,Kamal Miller,ca CAN,DF,Orlando City,21,1997,16,14,1350,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Matches,0646bd8a
399,Tyler Miller,us USA,GK,Los Angeles FC,25,1993,28,28,2520,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7827a6b3
400,Alexandru Mitri?a,ro ROU,FWMF,NYCFC,23,1995,29,24,2127,23.6,12,2,12,0,0,2,0,0.51,0.08,0.59,0.51,0.59,7.7,7.7,3.5,11.2,0.33,0.15,0.47,0.33,0.47,Matches,49db4b16
401,Wilfried Moimbé,fr FRA,DFFW,Minnesota Utd,30,1988,4,4,335,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.02,0.02,0.01,0.02,Matches,65c25d8f
402,Youness Mokhtar,ma MAR,FW,Columbus Crew,27,1991,8,5,440,4.9,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,1,1,1.5,2.5,0.21,0.3,0.51,0.21,0.51,Matches,dac48f63
403,Kevin Molino,tt TRI,FWMF,Minnesota Utd,28,1990,17,11,907,10.1,3,4,3,0,0,1,0,0.3,0.4,0.69,0.3,0.69,4.1,4.1,3,7.1,0.41,0.3,0.71,0.41,0.71,Matches,371645ca
404,Mohamed El Monir,ly LBY,DF,Los Angeles FC,26,1992,15,4,590,6.6,1,0,1,0,0,2,0,0.15,0,0.15,0.15,0.15,0.6,0.6,1.4,2,0.09,0.21,0.3,0.09,0.3,Matches,2aa8fc33
405,Jamiro Monteiro,cv CPV,MF,Philadelphia,25,1993,26,22,2049,22.8,4,7,2,2,3,3,0,0.18,0.31,0.48,0.09,0.4,5.6,3.3,4.7,7.9,0.24,0.2,0.45,0.14,0.35,Matches,d384bddd
406,Fredy Montero,co COL,FWMF,Vancouver,31,1987,32,22,2096,23.3,8,2,4,4,4,1,1,0.34,0.09,0.43,0.17,0.26,7.5,4.5,2.3,6.9,0.32,0.1,0.42,0.19,0.29,Matches,bc5b5be5
407,Drew Moor,us USA,DF,Toronto FC,35,1984,13,11,1024,11.4,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01,Matches,220cf869
408,Joseph Mora,cr CRC,DF,D.C. United,26,1993,20,18,1594,17.7,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,0.1,0.1,1.4,1.5,0.01,0.08,0.09,0.01,0.09,Matches,2af71023
409,Maximiliano Moralez,ar ARG,MFFW,NYCFC,31,1987,29,28,2431,27,7,12,3,4,8,7,0,0.26,0.44,0.7,0.11,0.56,9.2,3.9,8.9,12.9,0.35,0.34,0.7,0.15,0.49,Matches,f99f37fc
410,Jorge Moreira,py PAR,DF,Portland Timbers,28,1990,26,25,2231,24.8,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.2,1.2,2.5,3.7,0.05,0.1,0.15,0.05,0.15,Matches,452256d3
411,Amando Moreno,sv SLV,FWMF,Chicago Fire,23,1995,7,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1.5,1.66,0.9,2.56,1.66,2.56,Matches,9dc9b03f
412,Junior Moreno,ve VEN,MF,D.C. United,25,1993,29,29,2549,28.3,0,2,0,0,0,3,1,0,0.07,0.07,0,0.07,0.6,0.6,2.1,2.7,0.02,0.07,0.1,0.02,0.1,Matches,5dcb4ac4
413,Ashtone Morgan,ca CAN,DFMF,Toronto FC,27,1991,9,3,313,3.5,1,0,1,0,0,1,0,0.29,0,0.29,0.29,0.29,0.4,0.4,0,0.4,0.12,0,0.12,0.12,0.12,Matches,caece619
414,Jordan Morris,us USA,FW,Seattle,24,1994,26,24,2036,22.6,10,6,10,0,0,2,0,0.44,0.27,0.71,0.44,0.71,8.4,8.4,4.1,12.5,0.37,0.18,0.55,0.37,0.55,Matches,bd298d0d
415,Justin Morrow,us USA,DF,Toronto FC,31,1987,28,26,2348,26.1,1,3,1,0,0,2,1,0.04,0.11,0.15,0.04,0.15,1.2,1.2,2.5,3.7,0.05,0.09,0.14,0.05,0.14,Matches,0bee5512
416,João Moutinho,pt POR,DF,Orlando City,21,1998,16,15,1220,13.6,0,2,0,0,0,1,0,0,0.15,0.15,0,0.15,0.7,0.7,1.4,2.1,0.05,0.1,0.15,0.05,0.15,Matches,a0aee24e
417,Chris Mueller,us USA,FWMF,Orlando City,22,1996,29,16,1370,15.2,5,3,5,0,0,1,0,0.33,0.2,0.53,0.33,0.53,2.1,2.1,3.6,5.6,0.14,0.23,0.37,0.14,0.37,Matches,a5334099
418,George Mukumbilwa,ca CAN,MF,Vancouver,19,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,684bf372
419,Luke Mulholland,eng ENG,MF,Real Salt Lake,30,1988,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1a723ec
420,Patrick Mullins,us USA,FWMF,Columbus Crew,26,1992,9,2,202,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.14,0.05,0.18,0.14,0.18,Matches,a03a84d3
421,Patrick Mullins,us USA,FW,Toronto FC,26,1992,8,4,348,3.9,2,0,2,0,0,0,0,0.52,0,0.52,0.52,0.52,1.1,1.1,0.3,1.3,0.28,0.07,0.34,0.28,0.34,Matches,a03a84d3
422,Alex Muyl,us USA,FWDF,NY Red Bulls,23,1995,24,17,1398,15.5,3,2,3,0,0,4,0,0.19,0.13,0.32,0.19,0.32,2.8,2.8,2.5,5.3,0.18,0.16,0.34,0.18,0.34,Matches,2c1025bf
423,Darlington Nagbe,us USA,MF,Atlanta Utd,28,1990,33,32,2822,31.4,2,4,2,0,0,2,0,0.06,0.13,0.19,0.06,0.19,1.1,1.1,3.6,4.8,0.04,0.12,0.15,0.04,0.15,Matches,6219c704
424,Nani,pt POR,FWMF,Orlando City,32,1986,30,26,2273,25.3,12,5,9,3,5,4,0,0.48,0.2,0.67,0.36,0.55,7.9,4,6.7,10.7,0.31,0.27,0.58,0.16,0.42,Matches,15e9c7e6
425,Sean Nealis,us USA,DF,NY Red Bulls,22,1997,9,3,457,5.1,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04,Matches,8c1b17b3
426,John Nelson,us USA,DF,FC Dallas,20,1998,9,4,455,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.07,0.09,0.02,0.09,Matches,df8c4d49
427,Krisztián Németh,hu HUN,FW,Sporting KC,30,1989,24,18,1559,17.3,8,2,8,0,1,5,1,0.46,0.12,0.58,0.46,0.58,10.1,9.4,2.1,11.5,0.58,0.12,0.71,0.54,0.66,Matches,e1f5275f
428,Jake Nerwinski,us USA,DF,Vancouver,24,1994,26,24,2021,22.5,1,0,1,0,0,1,0,0.04,0,0.04,0.04,0.04,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Matches,2b5801d0
429,Michee Ngalina,cd COD,FWMF,Philadelphia,18,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9837830f
430,Lee Nguyen,us USA,MF,Los Angeles FC,32,1986,23,11,1178,13.1,0,4,0,0,0,3,0,0,0.31,0.31,0,0.31,1.1,1.1,3.2,4.2,0.08,0.24,0.32,0.08,0.32,Matches,35feb4cd
431,Sam Nicholson,sct SCO,FWMF,Colorado Rapids,24,1995,27,19,1770,19.7,2,3,2,0,0,2,0,0.1,0.15,0.25,0.1,0.25,3.7,3.7,2.6,6.3,0.19,0.13,0.32,0.19,0.32,Matches,8c8ac996
432,Gonzalo Nicolás Martínez,ar ARG,FWMF,Atlanta Utd,25,1993,32,26,2140,23.8,5,7,3,2,3,2,0,0.21,0.29,0.5,0.13,0.42,7.9,5.6,6.1,11.7,0.33,0.26,0.59,0.24,0.49,Matches,cd00ceea
433,Nemanja Nikolic,hu HUN,FW,Chicago Fire,31,1987,31,25,1991,22.1,12,0,10,2,2,3,0,0.54,0,0.54,0.45,0.45,12.6,11.1,2.4,13.4,0.59,0.11,0.7,0.52,0.63,Matches,e24a8b47
434,Harry Novillo,fr FRA,FW,Montreal Impact,26,1992,11,5,441,4.9,1,2,1,0,0,1,0,0.2,0.41,0.61,0.2,0.61,0.4,0.4,0.6,1,0.09,0.12,0.2,0.09,0.2,Matches,6f7ce00a
435,Shane O'Neill,us USA,DF,Orlando City,25,1993,11,8,839,9.3,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07,Matches,a62a56b4
436,Alfonso Ocampo-Chavez,us USA,FW,Seattle,16,2002,3,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.11,0.21,0.1,0.21,Matches,585cba12
437,Chris Odoi-Atsem,us USA,DF,D.C. United,23,1995,3,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,375ec69e
438,Ebenezer Ofori,gh GHA,MF,NYCFC,23,1995,20,14,1261,14,2,0,2,0,0,2,0,0.14,0,0.14,0.14,0.14,0.4,0.4,0.3,0.7,0.03,0.03,0.06,0.03,0.06,Matches,a5d77c4e
439,Orji Okwonkwo,ng NGA,FWMF,Montreal Impact,21,1998,28,24,1769,19.7,8,2,8,0,0,4,0,0.41,0.1,0.51,0.41,0.51,6,6,2.2,8.2,0.3,0.11,0.42,0.3,0.42,Matches,905a4f61
440,Lawrence Olum,ke KEN,MF,Minnesota Utd,34,1984,10,5,547,6.1,0,1,0,0,0,0,0,0,0.16,0.16,0,0.16,0.4,0.4,0.1,0.4,0.06,0.01,0.07,0.06,0.07,Matches,3f2116ff
441,Zdenek Ondrášek,cz CZE,FW,FC Dallas,30,1988,18,8,751,8.3,7,2,7,0,0,2,0,0.84,0.24,1.08,0.84,1.08,4.5,4.5,1.2,5.7,0.54,0.14,0.69,0.54,0.69,Matches,8d120526
442,Nedum Onuoha,eng ENG,DF,Real Salt Lake,32,1986,27,26,2336,26,1,0,1,0,0,2,0,0.04,0,0.04,0.04,0.04,0.7,0.7,0.3,1,0.03,0.01,0.04,0.03,0.04,Matches,b28a0b5a
443,Ike Opara,us USA,DF,Minnesota Utd,29,1989,30,29,2566,28.5,3,1,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,2.1,2.1,1,3.1,0.07,0.04,0.11,0.07,0.11,Matches,6f1d6006
444,Kofi Opare,ca CAN,DF,Colorado Rapids,28,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03,Matches,877286b4
445,Jonathan Osorio,ca CAN,MFFW,Toronto FC,26,1992,24,18,1757,19.5,5,3,5,0,1,2,0,0.26,0.15,0.41,0.26,0.41,4.3,3.5,1.9,5.3,0.22,0.1,0.31,0.18,0.27,Matches,70106ff6
446,David Ousted,dk DEN,GK,Chicago Fire,33,1985,14,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28269907
447,Juan Pablo Torres,us USA,FW,NYCFC,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b57d06fd
448,Diego Palacios,ec ECU,DF,Los Angeles FC,19,1999,2,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.17,0,0.17,0.17,0.17,Matches,6ec37f2e
449,Cristhian Paredes,py PAR,MF,Portland Timbers,20,1998,22,19,1647,18.3,4,2,4,0,0,2,0,0.22,0.11,0.33,0.22,0.33,3.2,3.2,1.6,4.7,0.17,0.09,0.26,0.17,0.26,Matches,0d8a2551
450,Tim Parker,us USA,DF,NY Red Bulls,25,1993,31,26,2388,26.5,0,0,0,0,0,5,1,0,0,0,0,0,1.3,1.3,0.2,1.5,0.05,0.01,0.06,0.05,0.06,Matches,4988a44d
451,Michael Parkhurst,us USA,DF,Atlanta Utd,35,1984,20,15,1444,16,0,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.5,0.8,0.02,0.03,0.05,0.02,0.05,Matches,602e2c34
452,Keaton Parks,us USA,MF,NYCFC,21,1997,22,14,1322,14.7,1,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,2,2,1.7,3.8,0.14,0.12,0.26,0.14,0.26,Matches,77986763
453,Kevin Partida,us USA,FWMF,San Jose,23,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dac1adc3
454,Santiago Patiño,us USA,FW,Orlando City,21,1997,11,3,328,3.6,2,1,2,0,0,1,0,0.55,0.27,0.82,0.55,0.82,2.2,2.2,1,3.2,0.59,0.29,0.88,0.59,0.88,Matches,70cb3cf1
455,Cristian Pavón,ar ARG,FW,LA Galaxy,23,1996,11,11,971,10.8,3,4,3,0,0,1,0,0.28,0.37,0.65,0.28,0.65,2.9,2.9,3.8,6.6,0.26,0.35,0.61,0.26,0.61,Matches,a664b026
456,PC,br BRA,FWDF,Vancouver,24,1994,18,9,814,9,0,1,0,0,0,4,0,0,0.11,0.11,0,0.11,0.6,0.6,0.7,1.3,0.07,0.07,0.14,0.07,0.14,Matches,18d94cb0
457,Marquinhos Pedroso,br BRA,DF,FC Dallas,25,1993,2,1,118,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,ae0779f6
458,Marquinhos Pedroso,br BRA,DF,D.C. United,25,1993,4,3,285,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.03,0.05,0.02,0.05,Matches,ae0779f6
459,Ronaldo Peña,ve VEN,FWMF,Houston Dynamo,21,1997,4,2,159,1.8,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.08,0.05,0.13,0.08,0.13,Matches,e9b0ad3d
460,Cristian Penilla,ec ECU,MFFW,New England,27,1991,30,18,1784,19.8,6,5,6,0,0,2,0,0.3,0.25,0.55,0.3,0.55,6.6,6.6,4.7,11.2,0.33,0.24,0.57,0.33,0.57,Matches,64d36568
461,Ricardo Pepi,us USA,MFFW,FC Dallas,16,2003,7,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.7,1.1,0.41,0.82,1.23,0.41,1.23,Matches,a2b1ed42
462,Dion Pereira,eng ENG,FWDF,Atlanta Utd,19,1999,18,7,671,7.5,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,0.2,0.2,1.1,1.3,0.03,0.15,0.18,0.03,0.18,Matches,8aab04dc
463,Mauricio Pereyra,uy URU,MFFW,Orlando City,28,1990,6,5,392,4.4,0,2,0,0,0,1,0,0,0.46,0.46,0,0.46,0.1,0.1,1.5,1.6,0.02,0.34,0.36,0.02,0.36,Matches,f45eb18d
464,Adrien Perez,us USA,FWMF,Los Angeles FC,23,1995,12,1,215,2.4,1,0,1,0,0,0,0,0.42,0,0.42,0.42,0.42,1.5,1.5,0.2,1.7,0.64,0.07,0.71,0.64,0.71,Matches,298a167b
465,Javier Pérez,es ESP,MF,Los Angeles FC,22,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.18,0.34,0.16,0.34,Matches,5b43a97f
466,Joshua Pérez,sv SLV,FWMF,Los Angeles FC,21,1998,13,4,457,5.1,1,1,1,0,0,0,0,0.2,0.2,0.39,0.2,0.39,2.5,2.5,0.4,2.9,0.5,0.07,0.57,0.5,0.57,Matches,b207c92c
467,Ignacio Piatti,ar ARG,FW,Montreal Impact,33,1985,11,9,754,8.4,3,1,3,0,0,1,0,0.36,0.12,0.48,0.36,0.48,2.1,2.1,0.8,2.9,0.25,0.1,0.35,0.25,0.35,Matches,ece7bafd
468,Fafà Picault,us USA,FW,Philadelphia,27,1991,32,21,1862,20.7,4,4,4,0,0,4,0,0.19,0.19,0.39,0.19,0.39,7,7,2.8,9.7,0.34,0.13,0.47,0.34,0.47,Matches,dbaa10c0
469,Samuel Piette,ca CAN,MF,Montreal Impact,24,1994,25,25,2219,24.7,0,0,0,0,0,6,0,0,0,0,0,0,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Matches,bc33c73b
470,Donovan Pines,us USA,DF,D.C. United,20,1998,10,9,785,8.7,0,1,0,0,0,1,0,0,0.11,0.11,0,0.11,0.3,0.3,0.2,0.5,0.03,0.03,0.06,0.03,0.06,Matches,7bd25363
471,Joao Plata,ec ECU,FWMF,Real Salt Lake,26,1992,17,2,317,3.5,1,0,0,1,1,0,0,0.28,0,0.28,0,0,1.5,0.8,0.3,1.1,0.43,0.09,0.53,0.22,0.32,Matches,a037286c
472,Florentin Pogba,gn GUI,DF,Atlanta Utd,28,1990,13,8,783,8.7,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.03,0.05,0.02,0.05,Matches,1e23a224
473,Diego Polenta,uy URU,DF,LA Galaxy,26,1992,28,28,2519,28,1,2,1,0,0,10,1,0.04,0.07,0.11,0.04,0.11,1.1,1.1,2.3,3.3,0.04,0.08,0.12,0.04,0.12,Matches,ae992d63
474,Andy Polo,pe PER,MFFW,Portland Timbers,24,1994,19,12,1047,11.6,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,0.8,0.8,1.2,1.9,0.06,0.1,0.17,0.06,0.17,Matches,d886b9b9
475,Paxton Pomykal,us USA,MF,FC Dallas,19,1999,25,20,1878,20.9,2,2,2,0,0,4,0,0.1,0.1,0.19,0.1,0.19,2.3,2.3,3.2,5.5,0.11,0.15,0.26,0.11,0.26,Matches,c1f0fb45
476,Chris Pontius,us USA,FW,LA Galaxy,31,1987,18,6,703,7.8,2,2,2,0,0,0,0,0.26,0.26,0.51,0.26,0.51,2.6,2.6,2,4.6,0.34,0.25,0.59,0.34,0.59,Matches,be30178e
477,Justin Portillo,us USA,MF,Real Salt Lake,26,1992,4,2,194,2.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b7aa9657
478,Alvas Powell,jm JAM,DF,FC Cincinnati,24,1994,13,10,969,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.9,0.04,0.04,0.09,0.04,0.09,Matches,2f91124d
479,Dillon Powers,us USA,MF,Orlando City,27,1991,7,7,619,6.9,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches,35f79831
480,Alejandro Pozuelo,es ESP,MFFW,Toronto FC,27,1991,30,28,2518,28,12,7,7,5,6,5,1,0.43,0.25,0.68,0.25,0.5,9,4.4,7.5,11.9,0.32,0.27,0.59,0.16,0.42,Matches,5e1280ff
