,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PKatt,PKA,PKsv,PKm,Match Report,fbref_ID,Win_Loss_Draw,Season,Before_All_Star
150,2017-04-29,Sat,MLS,Regular Season,Home,L 1–2,Montreal Impact,Vancouver,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,69a57596,L,2017,False
151,2017-05-06,Sat,MLS,Regular Season,Away,W 1–0,Montreal Impact,D.C. United,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,69a57596,W,2017,False
152,2017-05-13,Sat,MLS,Regular Season,Home,L 2–3,Montreal Impact,Columbus Crew,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report,69a57596,L,2017,False
153,2017-05-20,Sat,MLS,Regular Season,Home,W 4–1,Montreal Impact,Portland Timbers,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,69a57596,W,2017,False
154,2017-06-03,Sat,MLS,Regular Season,Home,W 1–0,Montreal Impact,NY Red Bulls,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,69a57596,W,2017,False
155,2017-06-10,Sat,MLS,Regular Season,Away,D 1–1,Montreal Impact,Sporting KC,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,69a57596,D,2017,False
156,2017-06-17,Sat,MLS,Regular Season,Away,D 3–3,Montreal Impact,Orlando City,Y,GK,90,7,3,3,57.1,0,0,0,0,0,Match Report,69a57596,D,2017,False
157,2017-06-24,Sat,MLS,Regular Season,Away,L 1–4,Montreal Impact,Columbus Crew,Y,GK,90,4,4,0,0.0,0,0,0,0,0,Match Report,69a57596,L,2017,False
158,2017-07-01,Sat,MLS,Regular Season,Home,W 2–0,Montreal Impact,D.C. United,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,69a57596,W,2017,False
159,2017-07-05,Wed,MLS,Regular Season,Away,L 1–3,Montreal Impact,Houston Dynamo,Y,GK,90,10,3,7,70.0,0,0,0,0,0,Match Report,69a57596,L,2017,False
160,2017-07-19,Wed,MLS,Regular Season,Home,W 2–1,Montreal Impact,Philadelphia,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,69a57596,W,2017,False
161,2017-07-22,Sat,MLS,Regular Season,Home,L 1–2,Montreal Impact,FC Dallas,Y*,GK,90,5,2,2,60.0,0,0,0,0,0,Match Report,69a57596,L,2017,False
162,2017-08-05,Sat,MLS,Regular Season,Home,W 2–1,Montreal Impact,Orlando City,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,69a57596,W,2017,False
163,2017-08-12,Sat,MLS,Regular Season,Away,W 3–0,Montreal Impact,Philadelphia,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,69a57596,W,2017,False
164,2017-08-16,Wed,MLS,Regular Season,Home,W 3–0,Montreal Impact,Chicago Fire,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,69a57596,W,2017,False
165,2017-08-19,Sat,MLS,Regular Season,Home,W 3–1,Montreal Impact,Real Salt Lake,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,69a57596,W,2017,False
166,2017-08-27,Sun,MLS,Regular Season,Home,L 1–3,Montreal Impact,Toronto FC,Y,GK,90,7,3,3,57.1,0,0,0,0,0,Match Report,69a57596,L,2017,False
167,2017-09-02,Sat,MLS,Regular Season,Home,L 0–1,Montreal Impact,Chicago Fire,Y,GK,90,2,1,2,50.0,0,0,0,0,0,Match Report,69a57596,L,2017,False
168,2017-09-09,Sat,MLS,Regular Season,Away,L 0–1,Montreal Impact,New England,Y,GK,90,7,1,6,85.7,0,0,0,0,0,Match Report,69a57596,L,2017,False
169,2017-09-16,Sat,MLS,Regular Season,Home,L 2–3,Montreal Impact,Minnesota Utd,Y,GK,90,6,3,4,66.7,0,1,1,0,0,Match Report,69a57596,L,2017,False
170,2017-09-20,Wed,MLS,Regular Season,Away,W 5–3,Montreal Impact,Toronto FC,Y,GK,90,2,3,0,-50.0,0,0,0,0,0,Match Report,69a57596,W,2017,False
171,2017-09-24,Sun,MLS,Regular Season,Away,L 0–2,Montreal Impact,Atlanta Utd,Y,GK,90,6,2,5,66.7,0,0,0,0,0,Match Report,69a57596,L,2017,False
172,2017-09-27,Wed,MLS,Regular Season,Home,L 0–1,Montreal Impact,NYCFC,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,69a57596,L,2017,False
173,2017-09-30,Sat,MLS,Regular Season,Away,L 1–2,Montreal Impact,Colorado Rapids,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,69a57596,L,2017,False
174,2017-09-23,Sat,MLS,Regular Season,Home,W 4–0,D.C. United,San Jose,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,ed6320b7,W,2017,False
175,2017-09-27,Wed,MLS,Regular Season,Away,D 3–3,D.C. United,NY Red Bulls,Y,GK,90,9,3,5,77.8,0,1,1,0,0,Match Report,ed6320b7,D,2017,False
176,2017-09-30,Sat,MLS,Regular Season,Away,L 0–2,D.C. United,Columbus Crew,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,ed6320b7,L,2017,False
177,2017-10-15,Sun,MLS,Regular Season,Away,L 0–4,D.C. United,Portland Timbers,Y,GK,90,9,4,3,66.7,0,1,1,0,0,Match Report,ed6320b7,L,2017,False
178,2017-10-22,Sun,MLS,Regular Season,Home,L 1–2,D.C. United,NY Red Bulls,Y,GK,90,3,2,1,33.3,0,1,0,1,0,Match Report,ed6320b7,L,2017,False
179,2017-07-29,Sat,MLS,Regular Season,Away,L 0–4,Montreal Impact,NY Red Bulls,Y,GK,90,11,4,6,72.7,0,1,1,0,0,Match Report,ea42e480,L,2017,False
180,2017-10-15,Sun,MLS,Regular Season,Away,L 0–1,Montreal Impact,Toronto FC,Y,GK,90,3,1,2,66.7,0,1,0,0,1,Match Report,ea42e480,L,2017,False
181,2017-10-22,Sun,MLS,Regular Season,Home,L 2–3,Montreal Impact,New England,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report,ea42e480,L,2017,False
182,2017-03-04,Sat,MLS,Regular Season,Away,L 0–1,New England,Colorado Rapids,Y*,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,aa133046,L,2017,False
183,2017-03-18,Sat,MLS,Regular Season,Away,L 1–2,New England,FC Dallas,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,aa133046,L,2017,False
184,2017-03-25,Sat,MLS,Regular Season,Home,W 5–2,New England,Minnesota Utd,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,aa133046,W,2017,False
185,2017-04-02,Sun,MLS,Regular Season,Away,D 1–1,New England,Portland Timbers,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,aa133046,D,2017,False
186,2017-04-08,Sat,MLS,Regular Season,Home,W 2–0,New England,Houston Dynamo,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
187,2017-04-15,Sat,MLS,Regular Season,Away,L 0–3,New England,Chicago Fire,Y,GK,90,3,3,0,0.0,0,0,0,0,0,Match Report,aa133046,L,2017,False
188,2017-04-19,Wed,MLS,Regular Season,Home,D 0–0,New England,San Jose,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,aa133046,D,2017,False
189,2017-04-22,Sat,MLS,Regular Season,Home,D 2–2,New England,D.C. United,Y,GK,90,6,2,3,66.7,0,0,0,0,0,Match Report,aa133046,D,2017,False
190,2017-04-29,Sat,MLS,Regular Season,Away,D 3–3,New England,Seattle,Y,GK,90,8,3,5,62.5,0,0,0,0,0,Match Report,aa133046,D,2017,False
191,2017-05-06,Sat,MLS,Regular Season,Away,L 0–2,New England,Columbus Crew,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,aa133046,L,2017,False
192,2017-05-13,Sat,MLS,Regular Season,Home,W 4–0,New England,Real Salt Lake,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
193,2017-05-21,Sun,MLS,Regular Season,Home,W 2–1,New England,Columbus Crew,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,aa133046,W,2017,False
194,2017-05-27,Sat,MLS,Regular Season,Away,L 1–2,New England,NY Red Bulls,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,aa133046,L,2017,False
195,2017-06-03,Sat,MLS,Regular Season,Home,W 3–0,New England,Toronto FC,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
196,2017-06-17,Sat,MLS,Regular Season,Home,L 1–2,New England,Chicago Fire,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report,aa133046,L,2017,False
197,2017-06-23,Fri,MLS,Regular Season,Away,L 0–2,New England,Toronto FC,Y,GK,90,4,2,1,50.0,0,0,0,0,0,Match Report,aa133046,L,2017,False
198,2017-07-02,Sun,MLS,Regular Season,Away,L 0–3,New England,Philadelphia,Y,GK,90,6,3,3,66.7,0,1,1,0,0,Match Report,aa133046,L,2017,False
199,2017-07-05,Wed,MLS,Regular Season,Home,L 2–3,New England,NY Red Bulls,Y,GK,90,4,3,1,50.0,0,1,1,0,0,Match Report,aa133046,L,2017,False
200,2017-07-29,Sat,MLS,Regular Season,Home,W 3–0,New England,Philadelphia,Y,GK,90,5,0,4,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
201,2017-08-05,Sat,MLS,Regular Season,Away,L 1–4,New England,Chicago Fire,Y,GK,90,5,4,1,20.0,0,0,0,0,0,Match Report,aa133046,L,2017,False
202,2017-08-12,Sat,MLS,Regular Season,Home,W 1–0,New England,Vancouver,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
203,2017-08-20,Sun,MLS,Regular Season,Away,L 1–2,New England,NYCFC,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,aa133046,L,2017,False
204,2017-08-26,Sat,MLS,Regular Season,Away,L 0–1,New England,D.C. United,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,aa133046,L,2017,False
205,2017-09-02,Sat,MLS,Regular Season,Home,W 4–0,New England,Orlando City,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
206,2017-09-09,Sat,MLS,Regular Season,Home,W 1–0,New England,Montreal Impact,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,aa133046,W,2017,False
207,2017-09-13,Wed,MLS,Regular Season,Away,L 0–7,New England,Atlanta Utd,Y,GK,90,10,7,3,50.0,0,2,2,0,0,Match Report,aa133046,L,2017,False
208,2017-09-23,Sat,MLS,Regular Season,Home,W 2–1,New England,Toronto FC,Y,GK,90,2,1,2,50.0,0,0,0,0,0,Match Report,aa133046,W,2017,False
209,2017-09-27,Wed,MLS,Regular Season,Away,L 1–6,New England,Orlando City,Y,GK,90,11,6,5,45.5,0,0,0,0,0,Match Report,aa133046,L,2017,False
210,2017-03-04,Sat,MLS,Regular Season,Home,W 2–1,Houston Dynamo,Seattle,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
211,2017-03-11,Sat,MLS,Regular Season,Home,W 3–1,Houston Dynamo,Columbus Crew,Y,GK,90,5,1,3,80.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
212,2017-03-18,Sat,MLS,Regular Season,Away,L 2–4,Houston Dynamo,Portland Timbers,Y,GK,90,6,4,2,50.0,0,1,1,0,0,Match Report,8a37dd84,L,2017,False
213,2017-04-01,Sat,MLS,Regular Season,Home,W 4–1,Houston Dynamo,NY Red Bulls,Y,GK,90,4,1,4,75.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
214,2017-04-08,Sat,MLS,Regular Season,Away,L 0–2,Houston Dynamo,New England,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report,8a37dd84,L,2017,False
215,2017-05-28,Sun,MLS,Regular Season,Away,D 0–0,Houston Dynamo,FC Dallas,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,8a37dd84,D,2017,False
216,2017-05-31,Wed,MLS,Regular Season,Home,W 5–1,Houston Dynamo,Real Salt Lake,Y,GK,90,9,1,8,88.9,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
217,2017-06-04,Sun,MLS,Regular Season,Away,L 0–1,Houston Dynamo,Seattle,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,8a37dd84,L,2017,False
218,2017-06-17,Sat,MLS,Regular Season,Away,D 2–2,Houston Dynamo,LA Galaxy,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,8a37dd84,D,2017,False
219,2017-06-23,Fri,MLS,Regular Season,Home,D 1–1,Houston Dynamo,FC Dallas,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,8a37dd84,D,2017,False
220,2017-07-05,Wed,MLS,Regular Season,Home,W 3–1,Houston Dynamo,Montreal Impact,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
221,2017-07-19,Wed,MLS,Regular Season,Away,D 0–0,Houston Dynamo,Minnesota Utd,Y,GK,90,3,0,2,100.0,1,0,0,0,0,Match Report,8a37dd84,D,2017,False
222,2017-07-22,Sat,MLS,Regular Season,Away,W 3–1,Houston Dynamo,D.C. United,Y,GK,90,5,1,3,80.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
223,2017-07-29,Sat,MLS,Regular Season,Home,D 2–2,Houston Dynamo,Portland Timbers,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,8a37dd84,D,2017,False
224,2017-08-05,Sat,MLS,Regular Season,Away,D 0–0,Houston Dynamo,Real Salt Lake,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,8a37dd84,D,2017,False
225,2017-08-12,Sat,MLS,Regular Season,Home,W 3–0,Houston Dynamo,San Jose,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,8a37dd84,W,2017,False
226,2017-08-19,Sat,MLS,Regular Season,Away,L 1–2,Houston Dynamo,Vancouver,Y,GK,90,4,2,2,75.0,0,1,1,0,0,Match Report,8a37dd84,L,2017,False
227,2017-08-23,Wed,MLS,Regular Season,Away,D 3–3,Houston Dynamo,FC Dallas,Y,GK,90,7,3,4,57.1,0,0,0,0,0,Match Report,8a37dd84,D,2017,False
228,2017-09-09,Sat,MLS,Regular Season,Home,L 0–1,Houston Dynamo,Colorado Rapids,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,8a37dd84,L,2017,False
229,2017-09-16,Sat,MLS,Regular Season,Away,L 0–1,Houston Dynamo,San Jose,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,8a37dd84,L,2017,False
230,2017-09-23,Sat,MLS,Regular Season,Away,D 1–1,Houston Dynamo,NYCFC,Y,GK,90,8,1,7,87.5,0,0,0,0,0,Match Report,8a37dd84,D,2017,False
231,2017-09-27,Wed,MLS,Regular Season,Home,D 3–3,Houston Dynamo,LA Galaxy,Y,GK,90,4,3,2,25.0,0,0,0,0,0,Match Report,8a37dd84,D,2017,False
232,2017-09-30,Sat,MLS,Regular Season,Home,W 2–1,Houston Dynamo,Minnesota Utd,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
233,2017-10-11,Wed,MLS,Regular Season,Home,W 2–1,Houston Dynamo,Sporting KC,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,8a37dd84,W,2017,False
234,2017-10-15,Sun,MLS,Regular Season,Away,D 0–0,Houston Dynamo,Sporting KC,Y,GK,90,7,0,7,100.0,1,0,0,0,0,Match Report,8a37dd84,D,2017,False
235,2017-10-22,Sun,MLS,Regular Season,Home,W 3–0,Houston Dynamo,Chicago Fire,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,8a37dd84,W,2017,False
236,2017-10-26,Thu,MLS,Knockout round,Home,W 1–0,Houston Dynamo,Sporting KC,Y,GK,120,6,0,6,100.0,1,0,0,0,0,Match Report,8a37dd84,W,2017,False
237,2017-10-30,Mon,MLS,Conference Semifinals,Home,D 0–0,Houston Dynamo,Portland Timbers,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,8a37dd84,D,2017,False
238,2017-03-12,Sun,MLS,Regular Season,Home,L 0–1,LA Galaxy,Portland Timbers,Y,GK,90,6,1,4,83.3,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
239,2017-03-18,Sat,MLS,Regular Season,Away,W 2–1,LA Galaxy,Real Salt Lake,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,0d5c0218,W,2017,False
240,2017-04-01,Sat,MLS,Regular Season,Away,L 2–4,LA Galaxy,Vancouver,Y,GK,90,10,4,5,60.0,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
241,2017-04-07,Fri,MLS,Regular Season,Home,W 2–0,LA Galaxy,Montreal Impact,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,0d5c0218,W,2017,False
242,2017-04-15,Sat,MLS,Regular Season,Away,L 1–2,LA Galaxy,Orlando City,Y,GK,90,8,2,5,75.0,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
243,2017-06-17,Sat,MLS,Regular Season,Home,D 2–2,LA Galaxy,Houston Dynamo,Y*,GK,90,5,2,2,60.0,0,0,0,0,0,Match Report,0d5c0218,D,2017,False
244,2017-06-21,Wed,MLS,Regular Season,Away,W 3–1,LA Galaxy,Colorado Rapids,Y*,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,0d5c0218,W,2017,False
245,2017-06-24,Sat,MLS,Regular Season,Home,L 1–2,LA Galaxy,Sporting KC,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
246,2017-07-01,Sat,MLS,Regular Season,Away,L 1–2,LA Galaxy,San Jose,Y,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
247,2017-07-04,Tue,MLS,Regular Season,Home,L 2–6,LA Galaxy,Real Salt Lake,Y,GK,90,12,6,6,50.0,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
248,2017-09-24,Sun,MLS,Regular Season,Away,L 1–2,LA Galaxy,Sporting KC,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
249,2017-09-27,Wed,MLS,Regular Season,Away,D 3–3,LA Galaxy,Houston Dynamo,Y,GK,90,5,3,2,60.0,0,1,1,0,0,Match Report,0d5c0218,D,2017,False
250,2017-09-30,Sat,MLS,Regular Season,Home,D 1–1,LA Galaxy,Real Salt Lake,Y,GK,90,8,1,7,87.5,0,0,0,0,0,Match Report,0d5c0218,D,2017,False
251,2017-10-15,Sun,MLS,Regular Season,Home,W 3–0,LA Galaxy,Minnesota Utd,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,0d5c0218,W,2017,False
252,2017-10-22,Sun,MLS,Regular Season,Away,L 1–5,LA Galaxy,FC Dallas,Y,GK,70,7,4,3,42.9,0,0,0,0,0,Match Report,0d5c0218,L,2017,False
253,2017-10-07,Sat,MLS,Regular Season,Away,D 1–1,Sporting KC,Minnesota Utd,N,,32,2,1,1,50.0,0,0,0,0,0,Match Report,35f5281d,D,2017,False
254,2017-10-11,Wed,MLS,Regular Season,Away,L 1–2,Sporting KC,Houston Dynamo,Y,GK,90,4,2,3,50.0,0,0,0,0,0,Match Report,35f5281d,L,2017,False
255,2017-10-15,Sun,MLS,Regular Season,Home,D 0–0,Sporting KC,Houston Dynamo,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,35f5281d,D,2017,False
256,2017-10-22,Sun,MLS,Regular Season,Away,L 1–2,Sporting KC,Real Salt Lake,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,35f5281d,L,2017,False
257,2017-10-26,Thu,MLS,Knockout round,Away,L 0–1,Sporting KC,Houston Dynamo,Y,GK,120,5,1,4,80.0,0,0,0,0,0,Match Report,35f5281d,L,2017,False
258,2017-10-22,Sun,MLS,Regular Season,Away,L 1–6,Orlando City,Philadelphia,Y,GK,90,7,6,1,14.3,0,0,0,0,0,Match Report,10f6f942,L,2017,False
259,2017-03-04,Sat,MLS,Regular Season,Away,L 1–2,Seattle,Houston Dynamo,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
260,2017-03-11,Sat,MLS,Regular Season,Away,D 2–2,Seattle,Montreal Impact,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
261,2017-03-19,Sun,MLS,Regular Season,Home,W 3–1,Seattle,NY Red Bulls,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
262,2017-03-31,Fri,MLS,Regular Season,Home,D 0–0,Seattle,Atlanta Utd,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
263,2017-04-08,Sat,MLS,Regular Season,Away,D 1–1,Seattle,San Jose,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
264,2017-04-14,Fri,MLS,Regular Season,Away,L 1–2,Seattle,Vancouver,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
265,2017-04-23,Sun,MLS,Regular Season,Away,W 3–0,Seattle,LA Galaxy,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
266,2017-04-29,Sat,MLS,Regular Season,Home,D 3–3,Seattle,New England,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
267,2017-05-06,Sat,MLS,Regular Season,Home,L 0–1,Seattle,Toronto FC,Y,GK,90,5,1,4,100.0,0,1,1,0,0,Match Report,1d0a0f3e,L,2017,False
268,2017-05-13,Sat,MLS,Regular Season,Away,L 1–4,Seattle,Chicago Fire,Y,GK,90,6,4,2,50.0,0,1,1,0,0,Match Report,1d0a0f3e,L,2017,False
269,2017-05-17,Wed,MLS,Regular Season,Away,L 0–3,Seattle,Sporting KC,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
270,2017-05-20,Sat,MLS,Regular Season,Home,W 1–0,Seattle,Real Salt Lake,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
271,2017-05-27,Sat,MLS,Regular Season,Home,W 1–0,Seattle,Portland Timbers,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
272,2017-05-31,Wed,MLS,Regular Season,Away,L 0–3,Seattle,Columbus Crew,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
273,2017-06-04,Sun,MLS,Regular Season,Home,W 1–0,Seattle,Houston Dynamo,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
274,2017-06-17,Sat,MLS,Regular Season,Away,L 1–2,Seattle,NYCFC,Y,GK,90,4,2,2,75.0,0,1,1,0,0,Match Report,1d0a0f3e,L,2017,False
275,2017-06-21,Wed,MLS,Regular Season,Home,D 1–1,Seattle,Orlando City,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
276,2017-06-25,Sun,MLS,Regular Season,Away,D 2–2,Seattle,Portland Timbers,Y,GK,90,3,2,1,66.7,0,1,1,0,0,Match Report,1d0a0f3e,D,2017,False
277,2017-07-04,Tue,MLS,Regular Season,Away,W 3–1,Seattle,Colorado Rapids,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
278,2017-07-23,Sun,MLS,Regular Season,Home,W 3–0,Seattle,San Jose,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
279,2017-07-29,Sat,MLS,Regular Season,Away,D 0–0,Seattle,LA Galaxy,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
280,2017-08-05,Sat,MLS,Regular Season,Away,W 4–0,Seattle,Minnesota Utd,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
281,2017-08-12,Sat,MLS,Regular Season,Home,W 1–0,Seattle,Sporting KC,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
282,2017-08-20,Sun,MLS,Regular Season,Home,W 2–1,Seattle,Minnesota Utd,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
283,2017-08-23,Wed,MLS,Regular Season,Away,D 1–1,Seattle,Vancouver,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
284,2017-08-27,Sun,MLS,Regular Season,Home,D 1–1,Seattle,Portland Timbers,Y,GK,90,3,1,2,100.0,0,1,1,0,0,Match Report,1d0a0f3e,D,2017,False
285,2017-09-10,Sun,MLS,Regular Season,Home,D 1–1,Seattle,LA Galaxy,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
286,2017-09-16,Sat,MLS,Regular Season,Away,D 0–0,Seattle,FC Dallas,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
287,2017-09-23,Sat,MLS,Regular Season,Away,L 0–2,Seattle,Real Salt Lake,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
288,2017-09-27,Wed,MLS,Regular Season,Home,W 3–0,Seattle,Vancouver,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
289,2017-10-01,Sun,MLS,Regular Season,Away,L 0–2,Seattle,Philadelphia,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
290,2017-10-15,Sun,MLS,Regular Season,Home,W 4–0,Seattle,FC Dallas,Y,GK,90,2,0,1,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
291,2017-10-22,Sun,MLS,Regular Season,Home,W 3–0,Seattle,Colorado Rapids,Y,GK,90,2,0,2,100.0,1,1,0,0,1,Match Report,1d0a0f3e,W,2017,False
292,2017-10-29,Sun,MLS,Conference Semifinals,Away,D 0–0,Seattle,Vancouver,Y,GK,90,1,0,0,100.0,1,0,0,0,0,Match Report,1d0a0f3e,D,2017,False
293,2017-11-02,Thu,MLS,Conference Semifinals,Home,W 2–0,Seattle,Vancouver,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
294,2017-11-30,Thu,MLS,Conference Finals,Home,W 3–0,Seattle,Houston Dynamo,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,1d0a0f3e,W,2017,False
295,2017-12-09,Sat,MLS,MLS Cup 2017,Away,L 0–2,Seattle,Toronto FC,Y,GK,90,11,2,9,81.8,0,0,0,0,0,Match Report,1d0a0f3e,L,2017,False
296,2017-03-03,Fri,MLS,Regular Season,Home,W 5–1,Portland Timbers,Minnesota Utd,Y,GK,90,2,1,1,50.0,0,0,0,0,0,Match Report,31539d1e,W,2017,False
297,2017-03-12,Sun,MLS,Regular Season,Away,W 1–0,Portland Timbers,LA Galaxy,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,31539d1e,W,2017,False
298,2017-03-18,Sat,MLS,Regular Season,Home,W 4–2,Portland Timbers,Houston Dynamo,Y,GK,90,6,2,4,83.3,0,1,1,0,0,Match Report,31539d1e,W,2017,False
