,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PKatt,PKA,PKsv,PKm,Match Report,fbref_ID,Win_Loss_Draw,Season,Before_All_Star
603,2017-04-22,Sat,MLS,Regular Season,Home,L 1–3,Real Salt Lake,Atlanta Utd,Y,GK,57,5,2,3,60.0,0,0,0,0,0,Match Report,cf975d73,L,2017,False
604,2017-05-17,Wed,MLS,Regular Season,Home,W 2–1,Real Salt Lake,NYCFC,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,cf975d73,W,2017,False
605,2017-05-20,Sat,MLS,Regular Season,Away,L 0–1,Real Salt Lake,Seattle,Y,GK,90,6,1,5,83.3,0,1,0,1,0,Match Report,cf975d73,L,2017,False
606,2017-05-27,Sat,MLS,Regular Season,Home,W 1–0,Real Salt Lake,Philadelphia,Y,GK,90,4,0,3,100.0,1,0,0,0,0,Match Report,cf975d73,W,2017,False
607,2017-06-17,Sat,MLS,Regular Season,Home,W 1–0,Real Salt Lake,Minnesota Utd,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,cf975d73,W,2017,False
608,2017-06-24,Sat,MLS,Regular Season,Away,L 1–2,Real Salt Lake,San Jose,Y*,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,cf975d73,L,2017,False
609,2017-06-30,Fri,MLS,Regular Season,Home,L 0–1,Real Salt Lake,Orlando City,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,cf975d73,L,2017,False
610,2017-07-04,Tue,MLS,Regular Season,Away,W 6–2,Real Salt Lake,LA Galaxy,Y,GK,90,5,2,2,60.0,0,0,0,0,0,Match Report,cf975d73,W,2017,False
611,2017-07-19,Wed,MLS,Regular Season,Away,W 4–1,Real Salt Lake,Portland Timbers,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,cf975d73,W,2017,False
612,2017-07-22,Sat,MLS,Regular Season,Home,D 1–1,Real Salt Lake,Sporting KC,Y*,GK,90,3,1,2,100.0,0,1,1,0,0,Match Report,cf975d73,D,2017,False
613,2017-07-29,Sat,MLS,Regular Season,Home,D 2–2,Real Salt Lake,Columbus Crew,Y,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report,cf975d73,D,2017,False
614,2017-08-05,Sat,MLS,Regular Season,Home,D 0–0,Real Salt Lake,Houston Dynamo,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,cf975d73,D,2017,False
615,2017-08-13,Sun,MLS,Regular Season,Away,W 1–0,Real Salt Lake,D.C. United,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,cf975d73,W,2017,False
616,2017-08-19,Sat,MLS,Regular Season,Away,L 1–3,Real Salt Lake,Montreal Impact,Y,GK,90,4,3,0,25.0,0,0,0,0,0,Match Report,cf975d73,L,2017,False
617,2017-08-23,Wed,MLS,Regular Season,Home,W 4–0,Real Salt Lake,San Jose,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,cf975d73,W,2017,False
618,2017-08-26,Sat,MLS,Regular Season,Home,W 4–1,Real Salt Lake,Colorado Rapids,Y*,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,cf975d73,W,2017,False
619,2017-09-09,Sat,MLS,Regular Season,Away,L 2–3,Real Salt Lake,Vancouver,Y,GK,90,4,3,1,25.0,0,0,0,0,0,Match Report,cf975d73,L,2017,False
620,2017-09-16,Sat,MLS,Regular Season,Home,W 2–1,Real Salt Lake,Portland Timbers,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,cf975d73,W,2017,False
621,2017-09-23,Sat,MLS,Regular Season,Home,W 2–0,Real Salt Lake,Seattle,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,cf975d73,W,2017,False
622,2017-09-30,Sat,MLS,Regular Season,Away,D 1–1,Real Salt Lake,LA Galaxy,Y,GK,90,8,1,6,87.5,0,0,0,0,0,Match Report,cf975d73,D,2017,False
623,2017-10-15,Sun,MLS,Regular Season,Away,L 0–1,Real Salt Lake,Colorado Rapids,Y,GK,90,1,1,0,0.0,0,0,0,0,0,Match Report,cf975d73,L,2017,False
624,2017-10-22,Sun,MLS,Regular Season,Home,W 2–1,Real Salt Lake,Sporting KC,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,cf975d73,W,2017,False
625,2017-03-05,Sun,MLS,Regular Season,Away,W 2–1,NY Red Bulls,Atlanta Utd,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,15e6b513,W,2017,False
626,2017-03-11,Sat,MLS,Regular Season,Home,W 1–0,NY Red Bulls,Colorado Rapids,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
627,2017-03-19,Sun,MLS,Regular Season,Away,L 1–3,NY Red Bulls,Seattle,Y,GK,90,5,3,2,60.0,0,1,1,0,0,Match Report,15e6b513,L,2017,False
628,2017-03-25,Sat,MLS,Regular Season,Home,D 0–0,NY Red Bulls,Real Salt Lake,Y*,GK,90,5,0,4,100.0,1,0,0,0,0,Match Report,15e6b513,D,2017,False
629,2017-04-01,Sat,MLS,Regular Season,Away,L 1–4,NY Red Bulls,Houston Dynamo,Y,GK,90,10,4,6,70.0,0,1,1,0,0,Match Report,15e6b513,L,2017,False
630,2017-04-09,Sun,MLS,Regular Season,Away,L 0–1,NY Red Bulls,Orlando City,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,15e6b513,L,2017,False
631,2017-04-15,Sat,MLS,Regular Season,Home,W 2–0,NY Red Bulls,D.C. United,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
632,2017-04-22,Sat,MLS,Regular Season,Home,W 2–0,NY Red Bulls,Columbus Crew,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
633,2017-04-29,Sat,MLS,Regular Season,Home,W 2–1,NY Red Bulls,Chicago Fire,Y,GK,90,6,1,4,83.3,0,0,0,0,0,Match Report,15e6b513,W,2017,False
634,2017-05-03,Wed,MLS,Regular Season,Away,L 0–2,NY Red Bulls,Sporting KC,Y*,GK,90,8,2,6,75.0,0,0,0,0,0,Match Report,15e6b513,L,2017,False
635,2017-05-06,Sat,MLS,Regular Season,Away,L 0–3,NY Red Bulls,Philadelphia,Y,GK,90,6,3,3,66.7,0,1,1,0,0,Match Report,15e6b513,L,2017,False
636,2017-05-14,Sun,MLS,Regular Season,Home,L 1–3,NY Red Bulls,LA Galaxy,Y,GK,90,6,3,3,66.7,0,1,1,0,0,Match Report,15e6b513,L,2017,False
637,2017-05-19,Fri,MLS,Regular Season,Home,D 1–1,NY Red Bulls,Toronto FC,Y,GK,90,4,1,3,75.0,0,1,0,1,0,Match Report,15e6b513,D,2017,False
638,2017-05-27,Sat,MLS,Regular Season,Home,W 2–1,NY Red Bulls,New England,Y,GK,90,5,1,4,100.0,0,1,1,0,0,Match Report,15e6b513,W,2017,False
639,2017-06-03,Sat,MLS,Regular Season,Away,L 0–1,NY Red Bulls,Montreal Impact,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,15e6b513,L,2017,False
640,2017-06-18,Sun,MLS,Regular Season,Away,W 2–0,NY Red Bulls,Philadelphia,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
641,2017-06-24,Sat,MLS,Regular Season,Home,L 0–2,NY Red Bulls,NYCFC,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,15e6b513,L,2017,False
642,2017-07-05,Wed,MLS,Regular Season,Away,W 3–2,NY Red Bulls,New England,Y,GK,90,8,2,6,75.0,0,0,0,0,0,Match Report,15e6b513,W,2017,False
643,2017-07-19,Wed,MLS,Regular Season,Home,W 5–1,NY Red Bulls,San Jose,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,15e6b513,W,2017,False
644,2017-07-22,Sat,MLS,Regular Season,Away,W 3–0,NY Red Bulls,Minnesota Utd,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
645,2017-07-29,Sat,MLS,Regular Season,Home,W 4–0,NY Red Bulls,Montreal Impact,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
646,2017-08-06,Sun,MLS,Regular Season,Away,L 2–3,NY Red Bulls,NYCFC,Y,GK,90,10,3,7,80.0,0,1,1,0,0,Match Report,15e6b513,L,2017,False
647,2017-08-12,Sat,MLS,Regular Season,Home,W 3–1,NY Red Bulls,Orlando City,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,15e6b513,W,2017,False
648,2017-08-18,Fri,MLS,Regular Season,Away,L 0–2,NY Red Bulls,Portland Timbers,Y*,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report,15e6b513,L,2017,False
649,2017-08-25,Fri,MLS,Regular Season,Home,D 1–1,NY Red Bulls,NYCFC,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,15e6b513,D,2017,False
650,2017-09-02,Sat,MLS,Regular Season,Away,D 2–2,NY Red Bulls,FC Dallas,Y,GK,90,6,2,3,83.3,0,1,1,0,0,Match Report,15e6b513,D,2017,False
651,2017-09-09,Sat,MLS,Regular Season,Away,D 1–1,NY Red Bulls,Chicago Fire,Y,GK,90,4,1,2,75.0,0,0,0,0,0,Match Report,15e6b513,D,2017,False
652,2017-09-17,Sun,MLS,Regular Season,Home,D 0–0,NY Red Bulls,Philadelphia,Y*,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,15e6b513,D,2017,False
653,2017-09-23,Sat,MLS,Regular Season,Away,L 2–3,NY Red Bulls,Columbus Crew,Y*,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report,15e6b513,L,2017,False
654,2017-09-27,Wed,MLS,Regular Season,Home,D 3–3,NY Red Bulls,D.C. United,Y,GK,90,2,3,1,-50.0,0,0,0,0,0,Match Report,15e6b513,D,2017,False
655,2017-09-30,Sat,MLS,Regular Season,Away,L 2–4,NY Red Bulls,Toronto FC,Y*,GK,90,5,4,1,40.0,0,1,1,0,0,Match Report,15e6b513,L,2017,False
656,2017-10-07,Sat,MLS,Regular Season,Home,W 3–0,NY Red Bulls,Vancouver,Y*,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
657,2017-10-15,Sun,MLS,Regular Season,Home,D 0–0,NY Red Bulls,Atlanta Utd,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,15e6b513,D,2017,False
658,2017-10-22,Sun,MLS,Regular Season,Away,W 2–1,NY Red Bulls,D.C. United,Y*,GK,90,3,1,3,66.7,0,0,0,0,0,Match Report,15e6b513,W,2017,False
659,2017-10-25,Wed,MLS,Knockout round,Away,W 4–0,NY Red Bulls,Chicago Fire,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
660,2017-10-30,Mon,MLS,Conference Semifinals,Home,L 1–2,NY Red Bulls,Toronto FC,Y,GK,90,2,2,0,0.0,0,0,0,0,0,Match Report,15e6b513,L,2017,False
661,2017-11-05,Sun,MLS,Conference Semifinals,Away,W 1–0,NY Red Bulls,Toronto FC,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,15e6b513,W,2017,False
662,2017-03-04,Sat,MLS,Regular Season,Home,L 1–2,LA Galaxy,FC Dallas,Y,GK,90,3,2,0,33.3,0,0,0,0,0,Match Report,fff21763,L,2017,False
663,2017-04-23,Sun,MLS,Regular Season,Home,L 0–3,LA Galaxy,Seattle,Y,GK,90,4,3,2,25.0,0,0,0,0,0,Match Report,fff21763,L,2017,False
664,2017-04-29,Sat,MLS,Regular Season,Home,D 0–0,LA Galaxy,Philadelphia,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,fff21763,D,2017,False
665,2017-05-06,Sat,MLS,Regular Season,Home,D 2–2,LA Galaxy,Chicago Fire,Y,GK,90,6,2,4,83.3,0,1,1,0,0,Match Report,fff21763,D,2017,False
666,2017-05-14,Sun,MLS,Regular Season,Away,W 3–1,LA Galaxy,NY Red Bulls,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,fff21763,W,2017,False
667,2017-05-21,Sun,MLS,Regular Season,Away,W 2–1,LA Galaxy,Minnesota Utd,Y,GK,90,7,1,4,85.7,0,0,0,0,0,Match Report,fff21763,W,2017,False
668,2017-05-27,Sat,MLS,Regular Season,Away,W 4–2,LA Galaxy,San Jose,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report,fff21763,W,2017,False
669,2017-07-19,Wed,MLS,Regular Season,Home,L 0–1,LA Galaxy,Vancouver,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,fff21763,L,2017,False
670,2017-07-22,Sat,MLS,Regular Season,Away,L 3–4,LA Galaxy,New England,Y,GK,90,6,4,2,33.3,0,0,0,0,0,Match Report,fff21763,L,2017,False
671,2017-07-29,Sat,MLS,Regular Season,Home,D 0–0,LA Galaxy,Seattle,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,fff21763,D,2017,False
672,2017-08-06,Sun,MLS,Regular Season,Away,L 1–3,LA Galaxy,Portland Timbers,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report,fff21763,L,2017,False
673,2017-08-12,Sat,MLS,Regular Season,Home,L 0–2,LA Galaxy,NYCFC,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,fff21763,L,2017,False
674,2017-09-10,Sun,MLS,Regular Season,Away,D 1–1,LA Galaxy,Seattle,N,,61,4,1,3,75.0,0,0,0,0,0,Match Report,fff21763,D,2017,False
675,2017-10-22,Sun,MLS,Regular Season,Away,L 1–5,LA Galaxy,FC Dallas,N,,18,2,1,2,100.0,0,1,1,0,0,Match Report,fff21763,L,2017,False
676,2017-09-27,Wed,MLS,Regular Season,Away,W 4–1,Chicago Fire,San Jose,Y,GK,90,9,1,8,88.9,0,0,0,0,0,Match Report,4903c3a6,W,2017,False
677,2017-10-22,Sun,MLS,Regular Season,Away,L 0–3,Chicago Fire,Houston Dynamo,Y,GK,90,6,3,3,50.0,0,0,0,0,0,Match Report,4903c3a6,L,2017,False
678,2017-03-04,Sat,MLS,Regular Season,Away,W 2–1,FC Dallas,LA Galaxy,Y,GK,90,2,1,1,100.0,0,1,1,0,0,Match Report,8b388dd5,W,2017,False
679,2017-03-18,Sat,MLS,Regular Season,Home,W 2–1,FC Dallas,New England,Y,GK,90,3,1,2,100.0,0,1,1,0,0,Match Report,8b388dd5,W,2017,False
680,2017-05-25,Thu,MLS,Regular Season,Away,L 1–2,FC Dallas,Chicago Fire,Y,GK,90,4,2,2,50.0,0,2,0,1,1,Match Report,8b388dd5,L,2017,False
681,2017-07-22,Sat,MLS,Regular Season,Away,W 2–1,FC Dallas,Montreal Impact,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,8b388dd5,W,2017,False
682,2017-08-05,Sat,MLS,Regular Season,Away,L 1–3,FC Dallas,Philadelphia,Y,GK,90,8,3,5,62.5,0,0,0,0,0,Match Report,8b388dd5,L,2017,False
683,2017-03-12,Sun,MLS,Regular Season,Home,L 1–6,Minnesota Utd,Atlanta Utd,N,,5,1,1,0,0.0,0,0,0,0,0,Match Report,4598ac94,L,2017,False
684,2017-03-18,Sat,MLS,Regular Season,Away,D 2–2,Minnesota Utd,Colorado Rapids,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,4598ac94,D,2017,False
685,2017-03-25,Sat,MLS,Regular Season,Away,L 2–5,Minnesota Utd,New England,Y,GK,90,6,5,1,50.0,0,2,2,0,0,Match Report,4598ac94,L,2017,False
686,2017-04-01,Sat,MLS,Regular Season,Home,W 4–2,Minnesota Utd,Real Salt Lake,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,4598ac94,W,2017,False
687,2017-04-08,Sat,MLS,Regular Season,Away,L 0–2,Minnesota Utd,FC Dallas,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,4598ac94,L,2017,False
688,2017-04-15,Sat,MLS,Regular Season,Away,D 2–2,Minnesota Utd,Houston Dynamo,Y,GK,44,4,2,2,50.0,0,0,0,0,0,Match Report,4598ac94,D,2017,False
689,2017-04-23,Sun,MLS,Regular Season,Home,W 1–0,Minnesota Utd,Colorado Rapids,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,4598ac94,W,2017,False
690,2017-04-29,Sat,MLS,Regular Season,Home,L 0–1,Minnesota Utd,San Jose,Y,GK,90,6,1,5,83.3,0,0,0,0,0,Match Report,4598ac94,L,2017,False
691,2017-05-07,Sun,MLS,Regular Season,Home,W 2–0,Minnesota Utd,Sporting KC,Y,GK,90,7,0,7,100.0,1,0,0,0,0,Match Report,4598ac94,W,2017,False
692,2017-05-13,Sat,MLS,Regular Season,Away,L 2–3,Minnesota Utd,Toronto FC,Y,GK,90,3,3,1,33.3,0,1,1,0,0,Match Report,4598ac94,L,2017,False
693,2017-05-21,Sun,MLS,Regular Season,Home,L 1–2,Minnesota Utd,LA Galaxy,Y,GK,90,5,2,4,60.0,0,0,0,0,0,Match Report,4598ac94,L,2017,False
694,2017-05-27,Sat,MLS,Regular Season,Home,W 1–0,Minnesota Utd,Orlando City,Y,GK,90,7,0,7,100.0,1,0,0,0,0,Match Report,4598ac94,W,2017,False
695,2017-06-03,Sat,MLS,Regular Season,Away,L 0–3,Minnesota Utd,Sporting KC,Y,GK,90,10,3,7,70.0,0,0,0,0,0,Match Report,4598ac94,L,2017,False
696,2017-06-17,Sat,MLS,Regular Season,Away,L 0–1,Minnesota Utd,Real Salt Lake,Y,GK,90,9,1,8,88.9,0,0,0,0,0,Match Report,4598ac94,L,2017,False
697,2017-06-21,Wed,MLS,Regular Season,Home,W 3–2,Minnesota Utd,Portland Timbers,Y,GK,90,4,2,3,75.0,0,1,1,0,0,Match Report,4598ac94,W,2017,False
698,2017-06-24,Sat,MLS,Regular Season,Home,D 2–2,Minnesota Utd,Vancouver,Y,GK,90,5,2,3,80.0,0,1,1,0,0,Match Report,4598ac94,D,2017,False
699,2017-06-29,Thu,MLS,Regular Season,Away,L 1–3,Minnesota Utd,NYCFC,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report,4598ac94,L,2017,False
700,2017-07-04,Tue,MLS,Regular Season,Home,L 0–1,Minnesota Utd,Columbus Crew,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,4598ac94,L,2017,False
701,2017-07-19,Wed,MLS,Regular Season,Home,D 0–0,Minnesota Utd,Houston Dynamo,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,4598ac94,D,2017,False
702,2017-07-22,Sat,MLS,Regular Season,Home,L 0–3,Minnesota Utd,NY Red Bulls,Y,GK,90,7,3,4,57.1,0,0,0,0,0,Match Report,4598ac94,L,2017,False
703,2017-07-29,Sat,MLS,Regular Season,Home,W 4–0,Minnesota Utd,D.C. United,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report,4598ac94,W,2017,False
704,2017-08-05,Sat,MLS,Regular Season,Home,L 0–4,Minnesota Utd,Seattle,Y,GK,90,7,4,3,42.9,0,0,0,0,0,Match Report,4598ac94,L,2017,False
705,2017-08-20,Sun,MLS,Regular Season,Away,L 1–2,Minnesota Utd,Seattle,Y,GK,90,5,2,3,80.0,0,1,1,0,0,Match Report,4598ac94,L,2017,False
706,2017-08-26,Sat,MLS,Regular Season,Away,W 2–1,Minnesota Utd,Chicago Fire,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,4598ac94,W,2017,False
707,2017-09-09,Sat,MLS,Regular Season,Home,D 1–1,Minnesota Utd,Philadelphia,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,4598ac94,D,2017,False
708,2017-09-13,Wed,MLS,Regular Season,Away,L 0–3,Minnesota Utd,Vancouver,Y,GK,90,9,3,5,66.7,0,0,0,0,0,Match Report,4598ac94,L,2017,False
709,2017-09-16,Sat,MLS,Regular Season,Away,W 3–2,Minnesota Utd,Montreal Impact,Y,GK,90,5,2,3,60.0,0,1,0,1,0,Match Report,4598ac94,W,2017,False
710,2017-09-23,Sat,MLS,Regular Season,Home,W 4–1,Minnesota Utd,FC Dallas,Y,GK,90,7,1,6,85.7,0,1,0,1,0,Match Report,4598ac94,W,2017,False
711,2017-09-30,Sat,MLS,Regular Season,Away,L 1–2,Minnesota Utd,Houston Dynamo,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report,4598ac94,L,2017,False
712,2017-10-03,Tue,MLS,Regular Season,Away,W 3–2,Minnesota Utd,Atlanta Utd,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,4598ac94,W,2017,False
713,2017-10-07,Sat,MLS,Regular Season,Home,D 1–1,Minnesota Utd,Sporting KC,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,4598ac94,D,2017,False
714,2017-10-15,Sun,MLS,Regular Season,Away,L 0–3,Minnesota Utd,LA Galaxy,Y,GK,90,4,3,1,25.0,0,0,0,0,0,Match Report,4598ac94,L,2017,False
715,2017-10-22,Sun,MLS,Regular Season,Away,L 2–3,Minnesota Utd,San Jose,Y,GK,90,7,3,4,57.1,0,0,0,0,0,Match Report,4598ac94,L,2017,False
716,2017-03-04,Sat,MLS,Regular Season,Home,D 1–1,Columbus Crew,Chicago Fire,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,42130443,D,2017,False
717,2017-03-11,Sat,MLS,Regular Season,Away,L 1–3,Columbus Crew,Houston Dynamo,Y,GK,90,4,3,1,25.0,0,0,0,0,0,Match Report,42130443,L,2017,False
718,2017-03-18,Sat,MLS,Regular Season,Away,W 2–0,Columbus Crew,D.C. United,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
719,2017-03-25,Sat,MLS,Regular Season,Home,W 3–2,Columbus Crew,Portland Timbers,Y,GK,90,5,2,3,60.0,0,0,0,0,0,Match Report,42130443,W,2017,False
720,2017-04-01,Sat,MLS,Regular Season,Home,W 2–0,Columbus Crew,Orlando City,Y,GK,90,4,0,4,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
721,2017-04-08,Sat,MLS,Regular Season,Away,L 0–1,Columbus Crew,Chicago Fire,Y,GK,90,6,1,4,83.3,0,0,0,0,0,Match Report,42130443,L,2017,False
722,2017-04-15,Sat,MLS,Regular Season,Home,W 2–1,Columbus Crew,Toronto FC,Y,GK,90,5,1,4,80.0,0,0,0,0,0,Match Report,42130443,W,2017,False
723,2017-04-22,Sat,MLS,Regular Season,Away,L 0–2,Columbus Crew,NY Red Bulls,Y,GK,90,7,2,5,85.7,0,1,1,0,0,Match Report,42130443,L,2017,False
724,2017-04-29,Sat,MLS,Regular Season,Home,L 2–3,Columbus Crew,NYCFC,Y,GK,90,5,3,2,40.0,0,0,0,0,0,Match Report,42130443,L,2017,False
725,2017-05-06,Sat,MLS,Regular Season,Home,W 2–0,Columbus Crew,New England,Y,GK,90,5,0,5,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
726,2017-05-10,Wed,MLS,Regular Season,Home,L 1–2,Columbus Crew,Toronto FC,Y,GK,90,3,2,1,33.3,0,1,0,1,0,Match Report,42130443,L,2017,False
727,2017-05-13,Sat,MLS,Regular Season,Away,W 3–2,Columbus Crew,Montreal Impact,Y,GK,90,6,2,4,66.7,0,0,0,0,0,Match Report,42130443,W,2017,False
728,2017-05-21,Sun,MLS,Regular Season,Away,L 1–2,Columbus Crew,New England,Y,GK,90,3,2,1,33.3,0,0,0,0,0,Match Report,42130443,L,2017,False
729,2017-05-26,Fri,MLS,Regular Season,Away,L 0–5,Columbus Crew,Toronto FC,Y,GK,90,7,5,2,42.9,0,1,1,0,0,Match Report,42130443,L,2017,False
730,2017-05-31,Wed,MLS,Regular Season,Home,W 3–0,Columbus Crew,Seattle,Y,GK,90,3,0,3,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
731,2017-06-03,Sat,MLS,Regular Season,Away,L 1–2,Columbus Crew,Colorado Rapids,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report,42130443,L,2017,False
732,2017-06-17,Sat,MLS,Regular Season,Away,L 1–3,Columbus Crew,Atlanta Utd,Y,GK,90,7,3,4,57.1,0,0,0,0,0,Match Report,42130443,L,2017,False
733,2017-06-24,Sat,MLS,Regular Season,Home,W 4–1,Columbus Crew,Montreal Impact,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,42130443,W,2017,False
734,2017-07-01,Sat,MLS,Regular Season,Home,L 0–2,Columbus Crew,Atlanta Utd,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report,42130443,L,2017,False
735,2017-07-04,Tue,MLS,Regular Season,Away,W 1–0,Columbus Crew,Minnesota Utd,Y,GK,90,1,0,1,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
736,2017-07-22,Sat,MLS,Regular Season,Home,W 1–0,Columbus Crew,Philadelphia,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report,42130443,W,2017,False
737,2017-07-26,Wed,MLS,Regular Season,Away,L 0–3,Columbus Crew,Philadelphia,Y,GK,90,6,3,3,50.0,0,1,0,1,0,Match Report,42130443,L,2017,False
738,2017-07-29,Sat,MLS,Regular Season,Away,D 2–2,Columbus Crew,Real Salt Lake,Y,GK,90,7,2,3,85.7,0,1,1,0,0,Match Report,42130443,D,2017,False
739,2017-08-05,Sat,MLS,Regular Season,Away,L 1–2,Columbus Crew,San Jose,Y,GK,90,7,2,5,71.4,0,0,0,0,0,Match Report,42130443,L,2017,False
740,2017-08-12,Sat,MLS,Regular Season,Home,W 3–1,Columbus Crew,Chicago Fire,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,42130443,W,2017,False
741,2017-08-19,Sat,MLS,Regular Season,Away,D 1–1,Columbus Crew,Orlando City,Y,GK,90,8,1,7,87.5,0,0,0,0,0,Match Report,42130443,D,2017,False
742,2017-08-23,Wed,MLS,Regular Season,Home,W 2–0,Columbus Crew,LA Galaxy,Y,GK,90,1,0,0,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
743,2017-08-26,Sat,MLS,Regular Season,Home,W 2–1,Columbus Crew,FC Dallas,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,42130443,W,2017,False
744,2017-09-10,Sun,MLS,Regular Season,Home,D 1–1,Columbus Crew,Sporting KC,Y,GK,90,4,1,3,75.0,0,0,0,0,0,Match Report,42130443,D,2017,False
745,2017-09-16,Sat,MLS,Regular Season,Away,D 2–2,Columbus Crew,Vancouver,Y,GK,90,4,2,2,50.0,0,0,0,0,0,Match Report,42130443,D,2017,False
746,2017-09-23,Sat,MLS,Regular Season,Home,W 3–2,Columbus Crew,NY Red Bulls,Y,GK,90,5,2,3,80.0,0,1,1,0,0,Match Report,42130443,W,2017,False
747,2017-09-30,Sat,MLS,Regular Season,Home,W 2–0,Columbus Crew,D.C. United,Y,GK,90,2,0,2,100.0,1,0,0,0,0,Match Report,42130443,W,2017,False
748,2017-10-15,Sun,MLS,Regular Season,Away,W 1–0,Columbus Crew,Orlando City,Y,GK,90,0,0,0,,1,0,0,0,0,Match Report,42130443,W,2017,False
749,2017-10-22,Sun,MLS,Regular Season,Away,D 2–2,Columbus Crew,NYCFC,Y,GK,90,9,2,7,77.8,0,1,0,1,0,Match Report,42130443,D,2017,False
750,2017-10-26,Thu,MLS,Knockout round,Away,D 0 (3)–0 (1),Columbus Crew,Atlanta Utd,Y,GK,120,8,0,8,100.0,1,0,0,0,0,Match Report,42130443,D,2017,False
751,2017-10-31,Tue,MLS,Conference Semifinals,Home,W 4–1,Columbus Crew,NYCFC,Y,GK,90,3,1,2,66.7,0,0,0,0,0,Match Report,42130443,W,2017,False
