,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,Match Report,fbref_ID,SoTA,GA,Saves,Save%,CS,PKA,PKsv,PKm,Win_Loss_Draw,Season,Before_All_Star
5862,2017-08-27,Sun,MLS,Regular Season,Away,W 3–1,Toronto FC,Montreal Impact,Y,CB,90,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5863,2017-09-09,Sat,MLS,Regular Season,Home,W 4–0,Toronto FC,San Jose,Y,CB,90,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5864,2017-09-16,Sat,MLS,Regular Season,Away,W 4–0,Toronto FC,LA Galaxy,Y,CB,61,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5865,2017-09-20,Wed,MLS,Regular Season,Home,L 3–5,Toronto FC,Montreal Impact,Y,CB,68,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,,,Match Report,fda36cfb,,,,,,,,,L,2017,False
5866,2017-09-30,Sat,MLS,Regular Season,Home,W 4–2,Toronto FC,NY Red Bulls,Y,CB,90,0,0,0,0,0,0,0,0,0,2,0,1,3,2,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5867,2017-10-15,Sun,MLS,Regular Season,Home,W 1–0,Toronto FC,Montreal Impact,Y,CB,90,0,0,0,0,1,0,0,0,2,0,0,2,2,1,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5868,2017-10-22,Sun,MLS,Regular Season,Away,D 2–2,Toronto FC,Atlanta Utd,Y,CB,90,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,,,Match Report,fda36cfb,,,,,,,,,D,2017,False
5869,2017-10-30,Mon,MLS,Conference Semifinals,Away,W 2–1,Toronto FC,NY Red Bulls,Y,CB,90,0,0,0,0,0,0,0,0,3,2,0,0,2,3,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5870,2017-11-05,Sun,MLS,Conference Semifinals,Home,L 0–1,Toronto FC,NY Red Bulls,Y,CB,53,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,,,Match Report,fda36cfb,,,,,,,,,L,2017,False
5871,2017-11-21,Tue,MLS,Conference Finals,Away,D 0–0,Toronto FC,Columbus Crew,Y,CB,90,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,,,Match Report,fda36cfb,,,,,,,,,D,2017,False
5872,2017-11-29,Wed,MLS,Conference Finals,Home,W 1–0,Toronto FC,Columbus Crew,Y,CB,90,0,0,0,0,1,1,0,0,1,0,0,0,4,0,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5873,2017-12-09,Sat,MLS,MLS Cup 2017,Home,W 2–0,Toronto FC,Seattle,Y,CB,90,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,,,Match Report,fda36cfb,,,,,,,,,W,2017,False
5874,2017-03-04,Sat,MLS,Regular Season,Home,L 1–2,LA Galaxy,FC Dallas,Y,FW,77,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5875,2017-03-12,Sun,MLS,Regular Season,Home,L 0–1,LA Galaxy,Portland Timbers,Y,FW,77,0,0,0,0,1,0,0,0,3,2,0,1,0,1,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5876,2017-03-18,Sat,MLS,Regular Season,Away,W 2–1,LA Galaxy,Real Salt Lake,N,,33,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,W,2017,False
5877,2017-04-01,Sat,MLS,Regular Season,Away,L 2–4,LA Galaxy,Vancouver,Y,FW,66,0,0,0,0,1,0,1,0,1,3,0,1,1,0,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5878,2017-04-07,Fri,MLS,Regular Season,Home,W 2–0,LA Galaxy,Montreal Impact,N,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Match Report,4ab546dd,,,,,,,,,W,2017,False
5879,2017-04-15,Sat,MLS,Regular Season,Away,L 1–2,LA Galaxy,Orlando City,N,,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5880,2017-05-06,Sat,MLS,Regular Season,Home,D 2–2,LA Galaxy,Chicago Fire,N,,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,D,2017,False
5881,2017-05-14,Sun,MLS,Regular Season,Away,W 3–1,LA Galaxy,NY Red Bulls,N,,10,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,W,2017,False
5882,2017-06-21,Wed,MLS,Regular Season,Away,W 3–1,LA Galaxy,Colorado Rapids,Y,FW,90,2,0,0,0,4,3,0,0,1,3,0,0,3,0,0,,,Match Report,4ab546dd,,,,,,,,,W,2017,False
5883,2017-06-24,Sat,MLS,Regular Season,Home,L 1–2,LA Galaxy,Sporting KC,Y,FW,61,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5884,2017-07-01,Sat,MLS,Regular Season,Away,L 1–2,LA Galaxy,San Jose,Y,FW,90,0,0,0,0,0,0,0,0,2,2,1,0,0,2,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5885,2017-07-04,Tue,MLS,Regular Season,Home,L 2–6,LA Galaxy,Real Salt Lake,N,,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5886,2017-07-19,Wed,MLS,Regular Season,Home,L 0–1,LA Galaxy,Vancouver,Y,FW,69,0,0,0,0,1,0,0,0,1,3,1,2,0,1,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5887,2017-07-22,Sat,MLS,Regular Season,Away,L 3–4,LA Galaxy,New England,Y,FW,70,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5888,2017-09-02,Sat,MLS,Regular Season,Home,W 3–0,LA Galaxy,Colorado Rapids,N,,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,W,2017,False
5889,2017-09-24,Sun,MLS,Regular Season,Away,L 1–2,LA Galaxy,Sporting KC,N,,9,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,,,Match Report,4ab546dd,,,,,,,,,L,2017,False
5890,2017-09-27,Wed,MLS,Regular Season,Away,D 3–3,LA Galaxy,Houston Dynamo,N,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,D,2017,False
5891,2017-10-15,Sun,MLS,Regular Season,Home,W 3–0,LA Galaxy,Minnesota Utd,N,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report,4ab546dd,,,,,,,,,W,2017,False
5892,2017-03-12,Sun,MLS,Regular Season,Away,W 6–1,Atlanta Utd,Minnesota Utd,N,,14,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5893,2017-03-18,Sat,MLS,Regular Season,Home,W 4–0,Atlanta Utd,Chicago Fire,N,,19,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5894,2017-03-31,Fri,MLS,Regular Season,Away,D 0–0,Atlanta Utd,Seattle,Y,CM,72,0,0,0,0,1,0,0,0,1,0,1,3,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5895,2017-04-08,Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Toronto FC,N,,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5896,2017-04-15,Sat,MLS,Regular Season,Away,L 1–2,Atlanta Utd,Montreal Impact,N,,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,L,2017,False
5897,2017-04-30,Sun,MLS,Regular Season,Home,L 1–3,Atlanta Utd,D.C. United,N,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,L,2017,False
5898,2017-05-07,Sun,MLS,Regular Season,Away,L 1–3,Atlanta Utd,NYCFC,N,,34,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,L,2017,False
5899,2017-05-28,Sun,MLS,Regular Season,Home,W 3–1,Atlanta Utd,NYCFC,N,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5900,2017-06-17,Sat,MLS,Regular Season,Home,W 3–1,Atlanta Utd,Columbus Crew,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5901,2017-06-21,Wed,MLS,Regular Season,Away,L 1–2,Atlanta Utd,D.C. United,N,,16,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,L,2017,False
5902,2017-07-21,Fri,MLS,Regular Season,Away,W 1–0,Atlanta Utd,Orlando City,N,,13,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5903,2017-08-06,Sun,MLS,Regular Season,Away,D 1–1,Atlanta Utd,Sporting KC,N,,20,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5904,2017-08-23,Wed,MLS,Regular Season,Away,L 0–1,Atlanta Utd,D.C. United,N,,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,Match Report,a6fdaa90,,,,,,,,,L,2017,False
5905,2017-08-26,Sat,MLS,Regular Season,Away,D 2–2,Atlanta Utd,Philadelphia,Y,DM,90,0,0,0,0,3,0,0,0,1,2,0,0,2,2,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5906,2017-09-10,Sun,MLS,Regular Season,Home,W 3–0,Atlanta Utd,FC Dallas,N,,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5907,2017-09-13,Wed,MLS,Regular Season,Home,W 7–0,Atlanta Utd,New England,N,,45,0,1,0,0,2,0,0,0,3,0,0,1,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5908,2017-09-16,Sat,MLS,Regular Season,Home,D 3–3,Atlanta Utd,Orlando City,Y,LB,90,0,1,0,0,1,1,0,0,2,3,2,5,1,2,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5909,2017-09-20,Wed,MLS,Regular Season,Home,W 4–0,Atlanta Utd,LA Galaxy,Y,LB,90,0,0,0,0,0,0,0,0,2,1,0,3,5,1,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5910,2017-09-24,Sun,MLS,Regular Season,Home,W 2–0,Atlanta Utd,Montreal Impact,Y,LB,90,0,0,0,0,0,0,0,0,1,2,0,3,3,1,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5911,2017-09-27,Wed,MLS,Regular Season,Home,W 3–0,Atlanta Utd,Philadelphia,Y,LB,90,0,0,0,0,1,0,0,0,1,1,0,2,0,2,0,,,Match Report,a6fdaa90,,,,,,,,,W,2017,False
5912,2017-09-30,Sat,MLS,Regular Season,Away,D 0–0,Atlanta Utd,New England,Y,AM,90,0,0,0,0,0,0,0,0,3,1,0,1,1,2,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5913,2017-10-03,Tue,MLS,Regular Season,Home,L 2–3,Atlanta Utd,Minnesota Utd,Y,LB,43,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,,,Match Report,a6fdaa90,,,,,,,,,L,2017,False
5914,2017-10-22,Sun,MLS,Regular Season,Home,D 2–2,Atlanta Utd,Toronto FC,Y,DM,90,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5915,2017-10-26,Thu,MLS,Knockout round,Home,D 0 (1)–0 (3),Atlanta Utd,Columbus Crew,Y,LB,108,0,0,0,0,2,1,0,0,1,0,1,3,1,1,0,,,Match Report,a6fdaa90,,,,,,,,,D,2017,False
5916,2017-03-04,Sat,MLS,Regular Season,Away,D 1–1,Chicago Fire,Columbus Crew,Y,DM,90,0,0,0,0,0,0,0,0,1,3,0,0,3,1,0,,,Match Report,b74e58c0,,,,,,,,,D,2017,False
5917,2017-03-11,Sat,MLS,Regular Season,Home,W 2–0,Chicago Fire,Real Salt Lake,Y,DM,90,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5918,2017-03-18,Sat,MLS,Regular Season,Away,L 0–4,Chicago Fire,Atlanta Utd,Y,DM,90,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5919,2017-04-01,Sat,MLS,Regular Season,Home,D 2–2,Chicago Fire,Montreal Impact,Y,CM,90,0,1,0,0,1,0,0,0,3,2,0,0,2,1,0,,,Match Report,b74e58c0,,,,,,,,,D,2017,False
5920,2017-04-08,Sat,MLS,Regular Season,Home,W 1–0,Chicago Fire,Columbus Crew,Y*,CM,90,0,1,0,0,0,0,1,0,1,3,0,0,2,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5921,2017-04-15,Sat,MLS,Regular Season,Home,W 3–0,Chicago Fire,New England,Y,DM,90,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5922,2017-04-21,Fri,MLS,Regular Season,Away,L 1–3,Chicago Fire,Toronto FC,Y,DM,90,0,0,0,0,1,0,1,0,0,4,0,2,2,3,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5923,2017-04-29,Sat,MLS,Regular Season,Away,L 1–2,Chicago Fire,NY Red Bulls,Y*,DM,90,0,1,0,0,1,0,0,0,2,6,0,0,4,5,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5924,2017-05-06,Sat,MLS,Regular Season,Away,D 2–2,Chicago Fire,LA Galaxy,Y,DM,90,0,0,0,0,1,0,0,0,0,2,0,0,1,4,0,,,Match Report,b74e58c0,,,,,,,,,D,2017,False
5925,2017-05-13,Sat,MLS,Regular Season,Home,W 4–1,Chicago Fire,Seattle,Y*,DM,90,0,0,0,0,1,0,0,0,1,1,0,1,2,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5926,2017-05-17,Wed,MLS,Regular Season,Home,W 3–0,Chicago Fire,Colorado Rapids,Y*,DM,90,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5927,2017-05-20,Sat,MLS,Regular Season,Away,W 1–0,Chicago Fire,D.C. United,Y*,DM,90,0,0,0,0,1,1,0,0,0,3,0,2,1,2,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5928,2017-05-25,Thu,MLS,Regular Season,Home,W 2–1,Chicago Fire,FC Dallas,Y*,DM,90,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5929,2017-06-17,Sat,MLS,Regular Season,Away,W 2–1,Chicago Fire,New England,Y,DM,90,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5930,2017-06-24,Sat,MLS,Regular Season,Home,W 4–0,Chicago Fire,Orlando City,Y*,DM,90,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5931,2017-07-29,Sat,MLS,Regular Season,Away,L 2–3,Chicago Fire,Sporting KC,Y,CM,90,0,0,0,0,1,0,0,0,1,4,0,0,3,0,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5932,2017-08-05,Sat,MLS,Regular Season,Home,W 4–1,Chicago Fire,New England,Y,CM,70,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5933,2017-08-12,Sat,MLS,Regular Season,Away,L 1–3,Chicago Fire,Columbus Crew,Y*,DM,90,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5934,2017-08-16,Wed,MLS,Regular Season,Away,L 0–3,Chicago Fire,Montreal Impact,Y*,DM,90,0,0,0,0,0,0,0,0,2,3,1,0,1,1,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5935,2017-08-19,Sat,MLS,Regular Season,Home,L 1–3,Chicago Fire,Toronto FC,Y,DM,90,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5936,2017-08-26,Sat,MLS,Regular Season,Home,L 1–2,Chicago Fire,Minnesota Utd,Y*,CM,90,0,0,0,0,2,0,1,0,1,2,0,0,0,3,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5937,2017-09-09,Sat,MLS,Regular Season,Home,D 1–1,Chicago Fire,NY Red Bulls,Y*,DM,90,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,Match Report,b74e58c0,,,,,,,,,D,2017,False
5938,2017-09-16,Sat,MLS,Regular Season,Home,W 3–0,Chicago Fire,D.C. United,Y*,DM,90,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5939,2017-09-23,Sat,MLS,Regular Season,Away,L 1–3,Chicago Fire,Philadelphia,Y*,CM,77,0,0,0,0,1,1,0,0,1,2,0,1,2,0,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5940,2017-09-27,Wed,MLS,Regular Season,Away,W 4–1,Chicago Fire,San Jose,Y*,DM,82,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5941,2017-09-30,Sat,MLS,Regular Season,Home,D 1–1,Chicago Fire,NYCFC,Y*,DM,90,0,0,0,0,0,0,1,0,4,2,0,0,2,1,0,,,Match Report,b74e58c0,,,,,,,,,D,2017,False
5942,2017-10-15,Sun,MLS,Regular Season,Home,W 3–2,Chicago Fire,Philadelphia,Y*,DM,90,0,0,0,0,0,0,0,0,1,2,0,0,3,1,0,,,Match Report,b74e58c0,,,,,,,,,W,2017,False
5943,2017-10-22,Sun,MLS,Regular Season,Away,L 0–3,Chicago Fire,Houston Dynamo,Y*,CM,72,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5944,2017-10-25,Wed,MLS,Knockout round,Home,L 0–4,Chicago Fire,NY Red Bulls,Y*,DM,90,0,0,0,0,2,2,0,0,3,2,0,0,1,3,0,,,Match Report,b74e58c0,,,,,,,,,L,2017,False
5945,2017-04-29,Sat,MLS,Regular Season,Home,D 0–0,LA Galaxy,Philadelphia,N,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,9c4860f5,,,,,,,,,D,2017,False
5946,2017-05-27,Sat,MLS,Regular Season,Away,W 4–2,LA Galaxy,San Jose,N,,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,Match Report,9c4860f5,,,,,,,,,W,2017,False
5947,2017-06-03,Sat,MLS,Regular Season,Away,D 0–0,LA Galaxy,D.C. United,N,,16,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,,,Match Report,9c4860f5,,,,,,,,,D,2017,False
5948,2017-06-17,Sat,MLS,Regular Season,Home,D 2–2,LA Galaxy,Houston Dynamo,Y,FW,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,9c4860f5,,,,,,,,,D,2017,False
5949,2017-07-04,Tue,MLS,Regular Season,Home,L 2–6,LA Galaxy,Real Salt Lake,Y,FW,45,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,,,Match Report,9c4860f5,,,,,,,,,L,2017,False
5950,2017-08-06,Sun,MLS,Regular Season,Away,L 1–3,LA Galaxy,Portland Timbers,Y,FW,63,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,,,Match Report,9c4860f5,,,,,,,,,L,2017,False
5951,2017-08-12,Sat,MLS,Regular Season,Home,L 0–2,LA Galaxy,NYCFC,N,,16,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,,,Match Report,9c4860f5,,,,,,,,,L,2017,False
5952,2017-09-16,Sat,MLS,Regular Season,Home,L 0–4,LA Galaxy,Toronto FC,N,,23,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,,,Match Report,9c4860f5,,,,,,,,,L,2017,False
5953,2017-03-11,Sat,MLS,Regular Season,Away,L 2–3,Vancouver,San Jose,Y,CM,90,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,,,Match Report,b93cd33f,,,,,,,,,L,2017,False
5954,2017-03-05,Sun,MLS,Regular Season,Away,L 0–1,NYCFC,Orlando City,N,,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5955,2017-03-12,Sun,MLS,Regular Season,Home,W 4–0,NYCFC,D.C. United,N,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5956,2017-03-18,Sat,MLS,Regular Season,Home,D 1–1,NYCFC,Montreal Impact,N,,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5957,2017-04-01,Sat,MLS,Regular Season,Home,W 2–1,NYCFC,San Jose,N,,28,1,0,0,0,1,1,0,0,2,1,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5958,2017-04-08,Sat,MLS,Regular Season,Away,L 1–2,NYCFC,D.C. United,N,,31,0,1,0,0,2,2,0,0,0,2,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5959,2017-04-23,Sun,MLS,Regular Season,Home,L 1–2,NYCFC,Orlando City,Y,FW,72,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5960,2017-05-14,Sun,MLS,Regular Season,Away,D 1–1,NYCFC,FC Dallas,Y,CM,76,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5961,2017-05-17,Wed,MLS,Regular Season,Away,L 1–2,NYCFC,Real Salt Lake,Y*,CM,53,0,0,0,0,3,2,1,0,2,1,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5962,2017-05-21,Sun,MLS,Regular Season,Away,W 3–0,NYCFC,Orlando City,N,,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5963,2017-05-28,Sun,MLS,Regular Season,Away,L 1–3,NYCFC,Atlanta Utd,N,,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5964,2017-05-31,Wed,MLS,Regular Season,Home,D 2–2,NYCFC,New England,Y,CM,60,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5965,2017-06-03,Sat,MLS,Regular Season,Home,W 2–1,NYCFC,Philadelphia,Y,CM,78,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5966,2017-06-17,Sat,MLS,Regular Season,Home,W 2–1,NYCFC,Seattle,Y,CM,75,0,0,0,0,1,1,0,0,1,1,0,2,4,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5967,2017-06-24,Sat,MLS,Regular Season,Away,W 2–0,NYCFC,NY Red Bulls,Y,AM,89,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5968,2017-06-29,Thu,MLS,Regular Season,Home,W 3–1,NYCFC,Minnesota Utd,Y,AM,83,0,0,0,0,2,0,0,0,3,2,0,1,2,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5969,2017-07-05,Wed,MLS,Regular Season,Away,L 2–3,NYCFC,Vancouver,Y,FW,90,0,0,0,0,1,1,0,0,1,2,0,3,1,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5970,2017-07-19,Wed,MLS,Regular Season,Home,D 2–2,NYCFC,Toronto FC,Y,FW,72,0,0,0,0,2,1,1,0,1,1,0,0,0,3,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5971,2017-07-30,Sun,MLS,Regular Season,Away,L 0–4,NYCFC,Toronto FC,Y,FW,61,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5972,2017-08-12,Sat,MLS,Regular Season,Away,W 2–0,NYCFC,LA Galaxy,Y,CM,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5973,2017-08-25,Fri,MLS,Regular Season,Away,D 1–1,NYCFC,NY Red Bulls,N,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5974,2017-09-06,Wed,MLS,Regular Season,Home,W 1–0,NYCFC,Sporting KC,Y*,DM,90,0,0,0,0,4,1,0,0,1,2,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5975,2017-09-09,Sat,MLS,Regular Season,Home,L 0–1,NYCFC,Portland Timbers,Y*,DM,90,0,0,0,0,0,0,0,0,2,3,0,3,1,1,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5976,2017-09-16,Sat,MLS,Regular Season,Away,D 1–1,NYCFC,Colorado Rapids,Y*,DM,90,1,0,0,0,1,1,1,0,1,1,0,0,3,1,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5977,2017-09-23,Sat,MLS,Regular Season,Home,D 1–1,NYCFC,Houston Dynamo,Y,AM,64,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5978,2017-09-27,Wed,MLS,Regular Season,Away,W 1–0,NYCFC,Montreal Impact,Y*,DM,90,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,W,2017,False
5979,2017-09-30,Sat,MLS,Regular Season,Away,D 1–1,NYCFC,Chicago Fire,Y,CM,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Match Report,ab36595d,,,,,,,,,D,2017,False
5980,2017-10-15,Sun,MLS,Regular Season,Away,L 1–2,NYCFC,New England,Y,CM,78,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,Match Report,ab36595d,,,,,,,,,L,2017,False
5981,2017-03-05,Sun,MLS,Regular Season,Home,L 1–2,Atlanta Utd,NY Red Bulls,Y,RB,90,0,1,0,0,0,0,0,0,1,0,0,6,1,1,0,,,Match Report,6f34d0b5,,,,,,,,,L,2017,False
5982,2017-03-12,Sun,MLS,Regular Season,Away,W 6–1,Atlanta Utd,Minnesota Utd,Y,RB,90,0,0,0,0,0,0,0,0,3,0,0,1,4,2,0,,,Match Report,6f34d0b5,,,,,,,,,W,2017,False
