,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
609,Anton Tinnerholm,se SWE,DF,NYCFC,28,1991,23,22,2001,22.2,4,4,4,0,0,5,0,0.18,0.18,0.36,0.18,0.36,1.5,1.5,4.1,5.6,0.07,0.18,0.25,0.07,0.25,Matches,0fe96099
610,Donny Toia,us USA,DF,Real Salt Lake,27,1992,20,19,1673,18.6,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.01,0.02,0.03,0.01,0.03,Matches,d286f965
611,Nouhou Tolo,cm CMR,DF,Seattle,22,1997,22,16,1400,15.6,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,1,1,1.3,2.3,0.06,0.08,0.15,0.06,0.15,Matches,0796512f
612,Christian Torres,mx MEX,FW,Los Angeles FC,15,2004,8,2,215,2.4,1,0,1,0,0,1,0,0.42,0,0.42,0.42,0.42,0.3,0.3,0.2,0.5,0.14,0.08,0.22,0.14,0.22,Matches,93bb2262
613,Erick Torres,mx MEX,FW,Atlanta Utd,27,1993,13,4,498,5.5,1,0,1,0,0,1,0,0.18,0,0.18,0.18,0.18,2.6,2.6,0,2.6,0.47,0,0.47,0.47,0.47,Matches,b7f98460
614,Román Torres,pa PAN,DF,Inter Miami,33,1986,5,4,324,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,0.3,0.7,0.13,0.07,0.2,0.13,0.2,Matches,9787f0ad
615,Román Torres,pa PAN,DF,Seattle,33,1986,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9787f0ad
616,Mason Toye,us USA,FW,Minnesota Utd,21,1998,8,6,440,4.9,1,0,1,0,0,1,0,0.2,0,0.2,0.2,0.2,1.3,1.3,0.2,1.5,0.27,0.04,0.31,0.27,0.31,Matches,0aa41f67
617,Mason Toye,us USA,FWMF,Montreal Impact,21,1998,6,2,154,1.7,0,1,0,0,0,0,0,0,0.58,0.58,0,0.58,0.1,0.1,0.5,0.6,0.09,0.27,0.35,0.09,0.35,Matches,0aa41f67
618,Diedie Traoré,fr FRA,DF,LA Galaxy,21,1999,6,0,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.12,0.12,0,0.12,Matches,891c8d00
619,Mohamed Traore,sn SEN,DF,Los Angeles FC,17,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,f5bfcbf7
620,Wil Trapp,us USA,MF,Inter Miami,27,1993,21,16,1361,15.1,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.01,0.02,0.02,0.01,0.02,Matches,9bf9391c
621,Auston Trusty,us USA,DF,Colorado Rapids,21,1998,8,5,528,5.9,0,1,0,0,0,0,0,0,0.17,0.17,0,0.17,0.4,0.4,0.7,1.1,0.07,0.12,0.19,0.07,0.19,Matches,cddf767b
622,Bill Tuiloma,nz NZL,DF,Portland Timbers,24,1995,12,9,827,9.2,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,0.4,0.4,0.2,0.7,0.05,0.03,0.07,0.05,0.07,Matches,bf547c54
623,Cole Turner,us USA,MF,Philadelphia,18,2001,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,30ec7b37
624,Matt Turner,us USA,GK,New England,25,1994,22,22,1980,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a51ba65
625,Ema Twumasi,gh GHA,MFFW,FC Dallas,22,1997,4,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.18,0.18,0,0.18,Matches,9ca4b140
626,Przemys?aw Tyto?,pl POL,GK,FC Cincinnati,33,1987,12,12,1070,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1fa85681
627,Victor Ulloa,us USA,MF,Inter Miami,27,1992,23,17,1433,15.9,0,2,0,0,0,1,0,0,0.13,0.13,0,0.13,0.5,0.5,1.7,2.2,0.03,0.11,0.14,0.03,0.14,Matches,e7056f05
628,Maximiliano Urruti,ar ARG,FWMF,Montreal Impact,28,1991,15,10,890,9.9,5,0,5,0,0,1,0,0.51,0,0.51,0.51,0.51,4.9,4.9,0.5,5.5,0.5,0.05,0.55,0.5,0.55,Matches,6c8fb474
629,Júnior Urso,br BRA,MF,Orlando City,30,1989,23,20,1706,19,3,1,3,0,0,3,0,0.16,0.05,0.21,0.16,0.21,3.7,3.7,2.1,5.7,0.19,0.11,0.3,0.19,0.3,Matches,b40424f1
630,Zarek Valentin,pr PUR,DF,Houston Dynamo,28,1991,19,18,1621,18,0,2,0,0,0,0,0,0,0.11,0.11,0,0.11,0.1,0.1,1.1,1.2,0,0.06,0.07,0,0.07,Matches,f0d23e7b
631,Milton Valenzuela,ar ARG,DF,Columbus Crew,21,1998,19,17,1448,16.1,0,3,0,0,0,4,0,0,0.19,0.19,0,0.19,0.3,0.3,1.8,2.2,0.02,0.11,0.14,0.02,0.14,Matches,82318d24
632,Diego Valeri,ar ARG,MFFW,Portland Timbers,33,1986,22,18,1622,18,8,5,5,3,3,2,0,0.44,0.28,0.72,0.28,0.55,5.9,3.7,6.6,10.2,0.33,0.37,0.69,0.2,0.57,Matches,31da63ad
633,Florian Valot,fr FRA,MFFW,NY Red Bulls,26,1993,23,17,1506,16.7,2,2,2,0,0,1,0,0.12,0.12,0.24,0.12,0.24,2.6,2.6,2.2,4.8,0.16,0.13,0.29,0.16,0.29,Matches,ad454d78
634,Brandon Vazquez,us USA,FW,FC Cincinnati,21,1998,19,8,781,8.7,2,2,2,0,0,0,0,0.23,0.23,0.46,0.23,0.46,3.9,3.9,0.8,4.8,0.45,0.1,0.55,0.45,0.55,Matches,c570cf22
635,Carlos Vela,mx MEX,FW,Los Angeles FC,30,1989,7,4,424,4.7,4,1,4,0,0,0,0,0.85,0.21,1.06,0.85,1.06,2.6,2.6,1.6,4.2,0.55,0.34,0.89,0.55,0.89,Matches,e0cd04e0
636,Matías Vera,ar ARG,MF,Houston Dynamo,24,1995,20,20,1688,18.8,0,0,0,0,0,8,1,0,0,0,0,0,0.4,0.4,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches,fe529f25
637,Kenneth Vermeer,nl NED,GK,Los Angeles FC,34,1986,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,22a94b80
638,Ranko Veselinovi?,rs SRB,DF,Vancouver,20,1999,18,16,1384,15.4,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,366609b6
639,Jorge Villafaña,us USA,DF,Portland Timbers,30,1989,19,17,1551,17.2,1,5,1,0,0,2,0,0.06,0.29,0.35,0.06,0.35,0.3,0.3,1.8,2.2,0.02,0.11,0.13,0.02,0.13,Matches,32337fb2
640,Sam Vines,us USA,DF,Colorado Rapids,20,1999,18,18,1620,18,1,3,1,0,0,0,0,0.06,0.17,0.22,0.06,0.22,0.8,0.8,1.6,2.4,0.05,0.09,0.14,0.05,0.14,Matches,2d6e535f
641,Kai Wagner,de GER,DF,Philadelphia,22,1997,14,14,1183,13.1,1,2,1,0,0,0,0,0.08,0.15,0.23,0.08,0.23,0.1,0.1,1.2,1.3,0.01,0.09,0.1,0.01,0.1,Matches,fdc715d9
642,Anton Walkes,eng ENG,DF,Atlanta Utd,22,1997,17,15,1336,14.8,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03,Matches,8a062bba
643,Victor Wanyama,ke KEN,MF,Montreal Impact,28,1991,21,21,1890,21,2,1,2,0,0,3,0,0.1,0.05,0.14,0.1,0.14,1.1,1.1,0.3,1.5,0.05,0.02,0.07,0.05,0.07,Matches,e0900238
644,Collen Warner,us USA,MF,Colorado Rapids,31,1988,7,4,263,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02,Matches,75babbce
645,Taylor Washington,us USA,DFFW,Nashville,26,1993,14,2,401,4.5,0,1,0,0,0,1,0,0,0.22,0.22,0,0.22,0,0,1,1,0,0.23,0.23,0,0.23,Matches,480d3bcc
646,Kendall Waston,cr CRC,DF,FC Cincinnati,32,1988,17,17,1527,17,0,0,0,0,0,5,0,0,0,0,0,0,0.8,0.8,0,0.8,0.05,0,0.05,0.05,0.05,Matches,02ea59b0
647,Joel Waterman,ca CAN,DF,Montreal Impact,24,1996,7,6,548,6.1,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches,47ddcc22
648,Quentin Westberg,us USA,GK,Toronto FC,33,1986,20,20,1800,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches,5480ae05
649,Brian White,us USA,FW,NY Red Bulls,23,1996,18,10,871,9.7,5,1,5,0,0,1,0,0.52,0.1,0.62,0.52,0.62,4.1,4.1,0.7,4.8,0.42,0.07,0.49,0.42,0.49,Matches,54c948de
650,Gordon Wild,de GER,MFFW,LA Galaxy,24,1995,3,0,33,0.4,0,1,0,0,0,0,0,0,2.73,2.73,0,2.73,0,0,0.4,0.4,0,0.98,0.98,0,0.98,Matches,9ca33c53
651,JJ Williams,us USA,FW,Atlanta Utd,22,1998,1,0,7,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d04dba18
652,Josh Williams,us USA,DF,Columbus Crew,31,1988,12,11,1022,11.4,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,0,0.7,0.06,0,0.06,0.06,0.06,Matches,06098bfc
653,Eryk Williamson,us USA,MF,Portland Timbers,22,1997,21,17,1412,15.7,3,4,3,0,0,7,0,0.19,0.25,0.45,0.19,0.45,2,2,1.6,3.6,0.13,0.1,0.23,0.13,0.23,Matches,e0364352
654,Joe Willis,us USA,GK,Nashville,31,1988,23,23,2070,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.01,0.01,0,0.01,Matches,467f09c8
655,Danny Wilson,sct SCO,DF,Colorado Rapids,28,1991,9,9,740,8.2,0,0,0,0,0,1,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,9cfe9254
656,Alan Winn,us USA,FW,Nashville,23,1996,7,1,243,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.08,0,0.08,0.08,0.08,Matches,f4267fae
657,Tyler Wolff,us USA,MFFW,Atlanta Utd,16,2003,5,1,120,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0985c282
658,Chris Wondolowski,us USA,FWMF,San Jose,37,1983,22,13,1276,14.2,7,1,5,2,3,1,0,0.49,0.07,0.56,0.35,0.42,6.9,4.6,1.8,6.4,0.48,0.13,0.61,0.33,0.45,Matches,37f46eda
659,Andrew Wooten,us USA,FW,Philadelphia,30,1989,16,4,453,5,0,2,0,0,0,0,0,0,0.4,0.4,0,0.4,0.5,0.5,1.4,1.9,0.1,0.27,0.37,0.1,0.37,Matches,dacc061c
660,Vito Wormgoor,nl NED,DF,Columbus Crew,31,1988,2,2,106,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,31d7acd1
661,Bradley Wright-Phillips,eng ENG,FW,Los Angeles FC,34,1985,18,14,1068,11.9,8,4,8,0,0,0,0,0.67,0.34,1.01,0.67,1.01,6,6,1.2,7.2,0.5,0.1,0.61,0.5,0.61,Matches,9bb42ab8
662,Laurence Wyke,eng ENG,DF,Atlanta Utd,23,1996,7,2,229,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0,0.06,0.06,0.06,Matches,1a1614c5
663,Karifa Yao,ca CAN,DF,Montreal Impact,19,2000,2,1,128,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.22,0,0.22,0.22,0.22,Matches,01880958
664,William Yarbrough,us USA,GK,Colorado Rapids,30,1989,14,14,1260,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ec646e88
665,Dru Yearwood,eng ENG,MF,NY Red Bulls,19,2000,12,8,609,6.8,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Matches,2eb09121
666,Griffin Yow,us USA,MFFW,D.C. United,17,2002,12,4,391,4.3,2,0,2,0,0,0,0,0.46,0,0.46,0.46,0.46,0.5,0.5,0.9,1.3,0.11,0.2,0.31,0.11,0.31,Matches,ddd5cf39
667,Jackson Yueill,us USA,MF,San Jose,22,1997,21,21,1860,20.7,1,1,1,0,0,6,1,0.05,0.05,0.1,0.05,0.1,1.4,1.4,1.7,3.2,0.07,0.08,0.15,0.07,0.15,Matches,7dce16bf
668,Wilfried Zahibo,cf CTA,MF,New England,26,1993,3,1,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,784ec3de
669,Wilfried Zahibo,cf CTA,MF,Houston Dynamo,26,1993,4,2,116,1.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,784ec3de
670,Renzo Zambrano,ve VEN,MF,Portland Timbers,25,1994,5,1,100,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,526bf96c
671,Gyasi Zardes,us USA,FW,Columbus Crew,28,1991,21,20,1711,19,12,4,12,0,2,1,0,0.63,0.21,0.84,0.63,0.84,10.3,8.6,2.4,11,0.54,0.13,0.67,0.45,0.58,Matches,09ae7f92
672,Eriq Zavaleta,sv SLV,DF,Toronto FC,27,1992,5,3,282,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,edbfbb3f
673,Gedion Zelalem,us USA,MF,NYCFC,23,1997,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b15ac68f
674,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,27,1992,16,12,1036,11.5,6,2,6,0,1,2,0,0.52,0.17,0.69,0.52,0.69,2.8,2,2.9,4.9,0.24,0.25,0.49,0.17,0.43,Matches,3ce30893
675,Reto Ziegler,ch SUI,DF,FC Dallas,34,1986,19,17,1528,17,2,1,0,2,2,3,0,0.12,0.06,0.18,0,0.06,1.7,0.2,1.1,1.3,0.1,0.07,0.17,0.01,0.08,Matches,facb3c57
676,Walker Zimmerman,us USA,DF,Nashville,26,1993,22,22,1953,21.7,3,0,3,0,0,1,0,0.14,0,0.14,0.14,0.14,1.4,1.4,0.8,2.3,0.07,0.04,0.1,0.07,0.1,Matches,220fa883
677,Kyle Zobeck,us USA,GK,FC Dallas,29,1990,4,3,319,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ac341b1f
678,Ethan Zubak,us USA,FW,LA Galaxy,21,1998,15,11,783,8.7,2,0,2,0,0,2,0,0.23,0,0.23,0.23,0.23,2.4,2.4,0.6,3,0.28,0.07,0.35,0.28,0.35,Matches,9f39b6cf
679,Dario Župari?,ba BIH,DF,Portland Timbers,27,1992,19,18,1611,17.9,0,0,0,0,0,4,1,0,0,0,0,0,0.4,0.4,0.1,0.5,0.02,0,0.03,0.02,0.03,Matches,c6f99e42
680,Graham Zusi,us USA,DF,Sporting KC,33,1986,15,14,1224,13.6,1,1,1,0,0,0,0,0.07,0.07,0.15,0.07,0.15,0.9,0.9,1.6,2.5,0.06,0.12,0.18,0.06,0.18,Matches,9ba42447
681,Guðmundur Þórarinsson,is ISL,DF,NYCFC,27,1992,19,7,689,7.7,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.2,0.2,1.1,1.2,0.02,0.14,0.16,0.02,0.16,Matches,ded30989
