,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
602,Andrew Wheeler-Omiunu,us USA,MF,Atlanta Utd,23,1994,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,70054442
603,Brian White,us USA,FW,NY Red Bulls,21,1996,5,2,219,2.4,1,0,1,0,0,0,0,0.41,0,0.41,0.41,0.41,1.7,1.7,0,1.7,0.68,0,0.68,0.68,0.68,Matches,54c948de
604,Josh Williams,us USA,DF,Columbus Crew,29,1988,21,16,1486,16.5,0,0,0,0,0,2,0,0,0,0,0,0,1.3,1.3,0.4,1.7,0.08,0.03,0.1,0.08,0.1,Matches,06098bfc
605,Romario Williams,jm JAM,FWMF,Atlanta Utd,23,1994,17,0,224,2.5,1,0,1,0,0,4,0,0.4,0,0.4,0.4,0.4,1.1,1.1,0.7,1.8,0.46,0.27,0.73,0.46,0.73,Matches,d961761c
606,Sheanon Williams,us USA,DFFW,LA Galaxy,27,1990,8,1,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,89f58cbd
607,Joe Willis,us USA,GK,Houston Dynamo,29,1988,26,26,2340,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,Matches,467f09c8
608,Danny Wilson,sct SCO,DFMF,Colorado Rapids,26,1991,23,22,1935,21.5,0,0,0,0,0,7,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.01,0.01,0.02,0.01,0.02,Matches,9cfe9254
609,Henry Wingo,us USA,FWDF,Seattle,22,1995,5,1,148,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.17,0.17,0.34,0.17,0.34,Matches,0362c29e
610,Magnus Wolff Eikrem,no NOR,FWMF,Seattle,27,1990,15,6,599,6.7,1,1,1,0,0,2,0,0.15,0.15,0.3,0.15,0.3,1.5,1.5,1.3,2.8,0.23,0.2,0.42,0.23,0.42,Matches,3a770838
611,Chris Wondolowski,us USA,FWMF,San Jose,35,1983,34,23,2296,25.5,10,5,7,3,4,3,0,0.39,0.2,0.59,0.27,0.47,9.5,6.3,2.1,8.3,0.37,0.08,0.45,0.25,0.33,Matches,37f46eda
612,Brian Wright,ca CAN,FWMF,New England,22,1995,10,2,263,2.9,1,0,1,0,0,0,0,0.34,0,0.34,0.34,0.34,1.4,1.4,0.1,1.5,0.48,0.02,0.51,0.48,0.51,Matches,9d44880d
613,Bradley Wright-Phillips,eng ENG,FW,NY Red Bulls,32,1985,32,28,2532,28.1,20,7,20,0,0,7,0,0.71,0.25,0.96,0.71,0.96,14,14,6.4,20.4,0.5,0.23,0.73,0.5,0.73,Matches,9bb42ab8
614,Deklan Wynne,nz NZL,DF,Colorado Rapids,22,1995,25,22,2006,22.3,0,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.3,0.4,0,0.01,0.02,0,0.02,Matches,6088d2d9
615,Yoshimar Yotún,pe PER,MFFW,Orlando City,27,1990,22,22,1969,21.9,4,7,1,3,3,7,1,0.18,0.32,0.5,0.05,0.37,4.1,1.8,5.9,7.7,0.19,0.27,0.46,0.08,0.35,Matches,b6af8c85
616,Jackson Yueill,us USA,MF,San Jose,20,1997,21,15,1289,14.3,0,2,0,0,0,0,0,0,0.14,0.14,0,0.14,0.8,0.8,1.4,2.2,0.05,0.1,0.16,0.05,0.16,Matches,7dce16bf
617,Wilfried Zahibo,cf CTA,MF,New England,24,1993,31,22,1941,21.6,4,2,4,0,0,6,0,0.19,0.09,0.28,0.19,0.28,2.2,1.9,1.1,3,0.1,0.05,0.15,0.09,0.14,Matches,784ec3de
618,Gyasi Zardes,us USA,FW,Columbus Crew,26,1991,33,33,2945,32.7,19,0,16,3,4,3,0,0.58,0,0.58,0.49,0.49,17.1,14.1,2.1,16.2,0.52,0.06,0.59,0.43,0.5,Matches,09ae7f92
619,Eriq Zavaleta,sv SLV,DF,Toronto FC,25,1992,21,16,1487,16.5,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.3,0.6,0.01,0.02,0.04,0.01,0.04,Matches,edbfbb3f
620,Reto Ziegler,ch SUI,DF,FC Dallas,32,1986,29,29,2568,28.5,4,0,2,2,3,3,3,0.14,0,0.14,0.07,0.07,2,0.5,0.6,1.1,0.07,0.02,0.1,0.02,0.04,Matches,facb3c57
621,Walker Zimmerman,us USA,DF,Los Angeles FC,24,1993,26,26,2319,25.8,4,1,4,0,0,4,0,0.16,0.04,0.19,0.16,0.19,2.4,2.4,0.9,3.3,0.1,0.03,0.13,0.1,0.13,Matches,220fa883
622,Sal Zizzo,us USA,DF,Atlanta Utd,30,1987,6,1,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0.05,0,0.05,Matches,1be94685
623,Graham Zusi,us USA,DF,Sporting KC,31,1986,34,34,3060,34,2,4,2,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.8,2.8,6.2,9.1,0.09,0.19,0.27,0.09,0.27,Matches,9ba42447
